Song,Artist,Album,Lyrics
"""Say We Don't Care""",Kim Chiu,"""Chinita Princess""","

hey, whats up?
bakit di kana naman makausap?
oh, I heard
ikaw na naman ang pinag-uusapan.
k lang yan! bat pag-uubosan mo ng oras
hey, whats up?
hayaan mo sila, di sila yayaman

oh oh oh
you, you only live once
huwag ng magdrama-drama
oh oh oh
everything will be fine
let me let me tell ya!

hey yow!
steady lang, itawa mo nlng
just say We Don't Care
hey yow!
easy lang, tawa ka nlng
then say We Don't Care
la la la la
wag ng madami sinasabi
ngumiti kalang and then
just say We Don't Care
la la la la
wag pansinin
wag ng intindihin
ngiti ka lang and then
just say We Don't Care
hey yow!
itawa mo nlng and
say We Don't Care
say We Don't Care

hey, cheer up!
masasaya sila sa iyong pagluha.
ganyan lang yan,
do what you gonna do
be what you wanna be

oh oh oh
you, you only live once
huwag ng magdrama-drama
oh oh oh
everything will be fine
let me let me tell ya!

hey yow!
steady lang, itawa mo nlng
just say We Don't Care
hey yow!
easy lang, tawa ka nlng
then say We Don't Care
la la la la
wag ng madami sinasabi
ngumiti kalang and then
just say We Don't Care
la la la la
wag pansinin
wag ng intindihin
ngiti ka lang and then
just say We Don't Care
hey yow!
itawa mo nlng and
say We Don't Care
say We Don't Care

oh oh oh oh
whatever!
oh oh oh oh
we don't care!
oh oh oh oh
whatever!
oh oh oh oh
we don't care!

oh oh oh
you, you only live once
huwag ng magdrama-drama
oh oh oh
everything will be fine
let me let me tell ya!

hey yow!
steady lang, itawa mo nlng
just say We Don't Care
hey yow!
easy lang, tawa ka nlng
then say We Don't Care
la la la la
wag ng madami sinasabi
ngumiti kalang and then
just say We Don't Care
la la la la
wag pansinin
wag ng intindihin
ngiti ka lang and then
just say We Don't Care
hey yow!
itawa mo nlng and
say We Don't Care
say We Don't Care

hey yow!
steady lang, itawa mo nlng
just say We Don't Care
hey yow!
easy lang
(everything will be fine, let me let me tell yah)
tawa ka nlng
then say We Don't Care
la la la la
wag ng madami sinasabi
ngumiti kalang and then
just say We Don't Care
la la la la
wag pansinin
wag ng intindihin
ngiti ka lang and then
just say We Don't Care
hey yow!
itawa mo nlng and
say We Don't Care
say We Don't Care
"
"""Someday (Crazy Love)""",Kim Chiu,"""Chinita Princess""","

someday I'll find someone who really loves me
and he will be the one to call me baby
and when he comes I know the stars will guide me
that he's the one, the one for me

and he will fall down on his knees
and ask if he could marry me

someday
I will fall in love
and maybe one day
a blessing from above
and everyday of every week
of every month of every season of the year
you'll be here
spending time in this crazy love
(crazy love)

I want someone who loves and hugs and kisses
and makes me smile when I am blue
I hope and pray that kind of love will find me
and when it does, it'll be for years

and he will fall down on his knees
and ask if he could marry me

someday
I will fall in love
and maybe one day
a blessing from above
and everyday of every week
of every month of every season of the year
you'll be here
spending time in this crazy love
(crazy love)

someday
I will fall in love
and maybe one day
a blessing from above
and everyday of every week
of every month of every season of the year
you'll be here
spending time in this crazy love
(crazy love)
"
"""Express Yourself""",Kim Chiu,"""Chinita Princess""","

yes always do more
wag kang matakot
everything is ok
dont be afraid to explore
express yourself, express yourself
do the moves
you can do many things just do it

everyday is a new day
adventure always comes your way
aralin ang bagay bagay
cause all things work together for good

minsan when life gets boring
you should try things
that you've never tried before
wag kang matakot
kung di alam ang gagawin
enjoy life and feel it
you go out and try

yes always do more
wag kang matakot
everything is ok
dont be afraid to explore
express yourself, express yourself
do the moves
you can do many things just do it
(do it)

itaas ang iyong mga kamay
wag kang matakot na iwagayway
happy together with all your friends
party together until the day ends
its part of growing up
dont be afraid just express yourself

yes always do more
wag kang matakot
everything is ok
dont be afraid to explore
express yourself, express yourself
do the moves
you can do many things

maraming bagay na pwede pang masubukan at matutunan
give it what you got
show us what you got
life is a blessing, love the moment
express yourself and never be scared
everybody hands in the air
express yourself and never be scared
just do it
aim for the stars and make yourself proud
express yorself and never be scared
just do it
muster the courage and say it out loud

express yourself, dream and be on your way
everything is possible if you put your mind to it
go get up, go get it just do it
sumayaw
humiyaw
tumalon
ngumiti
umiyak
magmahal at
mangarap
sumayaw
humiyaw
tumalon
ngumiti
umiyak
magmahal at
mangarap

yes always do more
wag kang matakot
everything is ok
dont be afraid to explore
express yourself, express yourself
do the moves
you can do many things just do it

yes always do more
wag kang matakot
everything is ok
dont be afraid to explore
express yourself, express yourself
do the moves
you can do many things just do it
"
"""Okay Na Ako""",Kim Chiu,"""Chinita Princess - Touch Of Your Love""","

Nakatulog ka nanaman
Habang tayo'y nasa telepono
Alas dos ng madaling araw
Rinig na rinig ko ang hilik mo

At sa aking pagpikit
Ako'y napapangiti
Ganito tayo gabi-gabi
Ngunit ako'y kilig na kilig pa-rin

'Pag ikaw ang kasama kahit sa'n mapadpad
Kahit sa'n pumunta okay lang ako
'Pag ikaw ang katabi kahit anong pag-usapan
Basta't kamay mo ang hawak

Okay na ako
Okay na ako
Okay na ako
Okay na ako

Nakatulog na-naman ako
Habang hinahatid mo'ko sa bahay ko
Pagod ka sa pagmamaneho mo
Pero pinagtawanan mo lang ako

At sa iyong yakap
Rin ako umuuwi
Sa bawat araw na lumipas
Ang pinipili ko'y ikaw pa-rin

'Pag ikaw ang kasama kahit sa'n mapadpad
Kahit sa'n pumunta okay lang ako
'Pag ikaw ang katabi kahit anong pag-usapan
Basta't kamay mo ang hawak

Okay na ako
Okay na ako
Okay na ako
Okay na ako

Nakatulog na naman tayo
Paggising ko'y humihilik ka sa tabi ko
Nakahiga sa mga bisig mo
Ang naiisip lang ay okay na ako

'Pag ikaw ang kasama kahit sa'n mapadpad
Kahit sa'n pumunta okay lang ako
'Pag ikaw ang katabi kahit anong pag-usapan
Basta't kamay mo ang hawak

Okay na ako
Okay na ako
Okay na ako
Okay na ako
Okay na ako
"
"""'Wag Kang Makulit""",Kim Chiu,"""Chinita Princess - Touch Of Your Love""","

Pwede bang tigilan mo ako?
'Di naman sa 'di kita gusto
Iniingatan ko lang kasi
Ang pusong dati nang nasawi-eh-eh

Pa'no ba ko lalayo sa'yo?
Kung bawat kilos mo'y gustong gusto ko
Isang sulyap mo lang ay parang langit
Napapaawit ng paulit-ulit

Lalalalalalalala...
Ako ay nahuhulog na
Lalalalalalalala...
'Di ko na mapigilan

'Wag kang makulit
Matatamaan ka sa'kin
'Wag kang makulit
Matatamaan ako

Pwede bang lumayo ka na
Kung pwede lang sa Pluto ka tumira
Hindi ko gusto ang tingin mo sa'kin
At 'di na rin kita gustong isipin

Lalalalalalalala...
Ako ay nahuhulog na
Lalalalalalalala...
'Di ko na mapigilan

'Wag kang makulit
Matatamaan ka sa'kin
'Wag kang makulit
Matatamaan ako

Lalalalalalalala...
Ako ay nahuhulog na
Lalalalalalalala...
'Di ko na mapigilan

'Wag kang makulit
Matatamaan ka sa'kin
'Wag kang makulit
Matatamaan ako

'Wag kang makulit please lang
'Wag kang makulit please lang
'Wag kang makulit please lang

Matatamaan ako
'Wag kang makulit
"
"""Ipadarama""",Kim Chiu,"""Chinita Princess - Touch Of Your Love""","

Dito sa puso
May puwang sa iyo
Laging dalangin
Na ako'y ibigin mo

'Di na aasa, 'di na luluha
Kung ikaw ay akin lamang

Ipadarama
Na mahal kita
Ipadarama
Na walang iba
Ipadarama
Ipadarama

Bakit 'di maalis
Ikaw sa isip ko
Gayong panaginip
Na ako'y ibigin mo

'Di na aasa, 'di na luluha
Kung ikaw ay akin lamang

Ipadarama
Na mahal kita
Ipadarama
Na walang iba
Ipadarama
Ipadarama

Ipadarama
Na mahal kita
Ipadarama
Na walang iba
Ipadarama
Ipadarama

Ipadarama
Mahal na mahal kita
Ipadarama
O giliw walang iba
Ipadarama
Mahal na mahal kita
Ipadarama
O giliw walang iba
Ipadarama
Mahal na mahal kita
Ipadarama
O giliw walang iba
"
"""Katok""",Kim Chiu,"""Chinita Princess - Touch Of Your Love""","

Tok tok tok katok kumakatok katok
Tok tok katok kumakatok
Tok tok tok katok kumakatok katok
Tok tok katok

Sa dinami-dami ng nakilala
Sa'yo lang talaga napahanga
Walang hanggang kwentuhan, walang hanggang tawanan
Nagulat na lang ako, naku na-inlove na sa'yo

Kumakatok-katok sa puso mo
Sana'y mabuksan at makapasok ako
Kumakatok-katok sa puso mo
Sana ako maging laman nito

Sa dinami-dami ng nakasama
Sayo lang talaga nagkatugma
Lahat ng paborito, lahat ng hindi gusto
Napa-isip na lang ako, naku true love na ba ito?

Kumakatok-katok sa puso mo
Sana'y mabuksan at makapasok ako
Kumakatok-katok sa puso mo
Sana ako maging laman nito

Lahat ng paborito, lahat ng hindi gusto
Napa-isip na lang ako, naku true love na ba ito?

Kumakatok-katok sa puso mo
Sana'y mabuksan at makapasok ako
Kumakatok-katok sa puso mo
Sana ako maging laman nito

Kumakatok-katok sa puso mo
"
"""Yun Na, You Na""",Kim Chiu,"""Chinita Princess - Touch Of Your Love""","

Ohhhhhh ohhhhhh

Di mo ba namamalayan sa dami ng nagkatuluyan

Parang nagkakailangan tayo
Pilit na iniiwasan na tayo ay magkatinginan
Para bang nahihirapan tayo

Ngunit bakit ayaw pang aminin ang tibok nitong damdamin
Kung ito ay para din naman sa atin
Ewan kung matitiis ko
Buti pa ako na mismo ang mauunang magsabi nito ohhh

Yun na, you na
Ikaw na nga ba
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na
Ikaw na nga siya
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na ahhhh ahhh
Yun na, you na ahhhh ahhh

Ang tagal pinagisipan at napapanaginipan
Iisang pangarap sana tayo
Ngunit bakit ayaw pang aminin
Ang tibok nitong damdamin

Kung ito ay para din naman sa atin
Ewan kung matitiis ko
Buti pa ako na mismo ang mauunang magsabi nito ohhh

Yun na, you na
Ikaw na nga ba
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na
Ikaw na nga siya
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na ahhhh ahhh
Yun na, you na ahhhh ahhh

Yun na, you na ahhhh ahhh
Yun na, you na ahhhh ahhh

Yun na, you na
Ikaw na nga ba
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na
Ikaw na nga siya
Yun na, you na
Walang kaduda duda na ikaw na
Yun na, you na ahhhh ahhh
Yun na, you na ahhhh ahhh

Yun na, you na ahhhh ahhh
Yun na, you na ahhhh ahhh

Yun na, you na
Ohhhhhhh
Yun na, you na
Ohhhhhhh
Yun na, you na
"
"""Bawal Lumabas (The Classroom Song)""",Kim Chiu,No Album,"

Kay gulo-gulo ng puso at isipan ko
Daming sinasabi at nangyayari sa paligid ko
Tambay sa bahay, nagkalat ang pasaway
Just like your kilay, mukhang hindi nag-comply

Ba't ayaw nating maging positive
Napakarami na ring negative
Haters telling me how to live
(I just choose to forgive)

Sa classroom may batas
Bawal lumabas, oh, bawal lumabas
Pero pag sinabing, pag
(Pero pag sinabing, pag)
Nag comply ka
Na bawal lumabas
Pero may sina-may ginawa ka
Sa pinagbabawal nila
Inayos mo
Yung Law ng Classroom niyo
At sinubmit mo ulit
Ay, pwede na pala ikaw lumabas

Ang buhay ay parang isang malaking silid-aralan
Iba't ibang tao, pangarap at bisyo, yan ang totoo
Sa bawat hakbang, may leksyon na nakaabang
We will not move on, if we don't learn our lesson

Okay lang ang magkamali
Sa buhay, hindi laging madali
Make it right that's all we need
(Tao lang, natututo naman)

Sa classroom may batas
Bawal lumabas, oh, bawal lumabas
Pero pag sinabing, pag
(Pero pag sinabing, pag)
Nag comply ka
Na bawal lumabas
Pero may sina-may ginawa ka
Sa pinagbabawal nila
Inayos mo
Yung Law ng Classroom niyo
At sinubmit mo ulit
Ay, pwede na pala ikaw lumabas

Bawal lumabas, bawal lumabas
Ay, pwede na pala ikaw lumabas
Bawal lumabas, bawal lumabas

Oh no, you can't shut me down
I'll break free, bounce back from the ground
May natatangi tayong batas
Nalilimutan natin madalas
Mahalin mo ang kapwa mo
(Tulad ng pagmamahal mo sa sarili mo)

Bawal lumabas, bawal lumabas
Ay, pwede na pala ikaw lumabas
Bawal lumabas, bawal lumabas
Ay, pwede na pala ikaw lumabas

Bawal lumabas, bawal lumabas
Ay, pwede na pala ikaw lumabas
Bawal lumabas, bawal lumabas
Ay, pwede na pala ikaw lumabas
"
"""KIMMI""",Kim Chiu,No Album,"

Woke up in the middle of the night
Crazy things on my mind
Are you up? I'll call you right now
Let's head up to the spot

Tonight the girls are out, we'll be waiting for you
Mental instrumentals, hit me what you gonna do?

Got a dose of Kimmi for your mind
Roll up, roll up to the party inside
Got a dose of Kimmi for your mind
Roll up, roll up, roll up, roll up, roll up
Roll up to the party
Roll up to the party
Roll up, roll up to the party

Dili ta mang gawas kay manayaw tag in ani
Roll up to the party
Roll up, roll up to the party
Ato ning labanan kay mas isug pa tas tigre
Roll up to the party
Roll up, roll up to the party
Atu ning sayawan maski di ka angayan
Roll up to the party
Roll up, roll up to the party
Pag puyo sa balay arun walay mahayay

Are you ready for this?
You ready for this?
You ready for this?
Do it

Roll up to the party
Roll up, roll up to the party
Roll up to the party
Roll up, roll up to the party

Lights out, shut the door
Grab the mic let me hear some more
Bass in your face, feel the rumble
Ako si kimi and I am in control

Tonight the girls are out, we'll be waiting for you
Mental instrumentals, hit me what you gonna do?

Got a dose of Kimmi for your mind
Roll up, roll up to the party inside
Got a dose of Kimmi for your mind
Roll up, roll up, roll up, roll up, roll up
Roll up to the party
Roll up to the party
Roll up, roll up to the party

Dili ta mang gawas kay manayaw tag in ani
Roll up to the party
Roll up, roll up to the party
Ato ning labanan kay mas isug pa tas tigre
Roll up to the party
Roll up, roll up to the party
Atu ning sayawan maski di ka angayan
Roll up to the party
Roll up, roll up to the party
Pag puyo sa balay arun walay mahayay
"
"""Ms. Ukay""",Kim Chiu,No Album,"

Why ya'll eyes on me?

Pasabog ootd, you liking what you see?
Di mo halata na from halukay ukay finds
Marami kang mapapagterno
Fashion di problema
Sa ukay makikita

In good condition
Like brand new, pa-mine
Second hand
Look but it's original
Di yan fake
Mukhang mahal
Get ready to rampa na!

Call me miss ukay ukay
Suot galing halukay
Pero mind you
I'm a trend setter
Call me miss ukay ukay
Suot galing halukay
Mukhang expensive
Price doesn't matter
Kaya tara
Mag ukay ukay
Ukay ya ya
Ukay ukay ukay
Ka fashionista
Ukay ukay ukay
Ukay ya ya
Ukay ukay
Outfit mong agaw exsena

All eyes on me
Wag magagawan
There's enough for everyone
Bulto bulto yan
Basta marunong mag halukay
Kahit damaged irepurpose

Fashion di problema
Sa ukay makikita
In good condition
Like brand new, pa-mine
Second hand
Look but it's original
Di yan fake
Mukhang mahal
Get ready to rampa na!

Call me miss ukay ukay
Suot galing halukay
Pero mind you
I'm a trend setter
Call me miss ukay ukay
Suot galing halukay
Mukhang expensive
Price doesn't matter
Kaya tara
Mag ukay ukay
Ukay ya ya
Ukay ukay ukay
Ka fashionista
Ukay ukay ukay
Ukay ya ya
Ukay ukay
Outfit mong agaw exsena

[?]

Call me miss ukay ukay
Suot galing halukay
Pero mind you
I'm a trend setter
Call me miss ukay ukay
Suot galing halukay
Mukhang expensive
Price doesn't matter
Kaya tara
Mag ukay ukay
Ukay ya ya
Ukay ukay ukay
Ka fashionista
Ukay ukay ukay
Ukay ya ya
Ukay ukay
Outfit mong agaw exsena
"
"""Pusong Lito""",Kim Chiu,No Album,"

May ibang sumusuyo
Sa puso kong para sayo
Aaminin ko may ibang tibok
Ang puso kong lito

Sana ay malaman mo
Ikaw pa rin ang hanap ko
Ngunit isang ngiti nya lang
Nahuhulog ang puso kong lito

[Chorus:]
Pero mahal na mahal kita
At mahal na mahal ko siya
Hindi ko alam ano ang gagawin
Bakit ang puso kong ito
Hirap at litong-lito
Sana naman sana naman sana naman
Maramdaman mo

Alam mong mahal kita
Sana maniwala ka
Kahit may ibang hinahanap
Ang puso kong lito

Kung matuturuan lang
Angpuso kong lito
'Di na sana nag ka ganito
Umiibig sa isang katulad niya

[Chorus x2]
"
"""Wag Kang Bumitaw""",Kim Chiu,No Album,"

Sa unang tingin akala mo malayo
Ang balak lakbayin ng mga paa mo
Hindi mo napapansin ang mga nakatago
Parating na satin ang mga magandang plano

Kaya wag kang susuko
Mararating mo ang dulo
Ipakita mo na kaya mong
Abutin ang pangarap
Mataas pa sa ulap

Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw
Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw

Wag mong isipin na hindi mo kaya
Subukan at humakbang ka muna
Magtiwala na may pag asa
Basta't lagi mo siyang kasama

Kaya wag kang susuko
Mararating mo ang dulo
Ipakita mo na kaya mong
Abutin ang pangarap
Mataas pa sa ulap

Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw
Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw

Kaya wag kang susuko
Mararating mo ang dulo
Kaya wag kang susuko
Mararating mo ang dulo

Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw
Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw

Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw
Kaya wag kang bumitaw
Wag kang bumitaw
Wag kang bumitaw
"
"""Lalala""",Kisses Delavin,"""Kisses""","

O wag ka namang ganyan tumitig sa akin
Mahirap na baka mahulog ako ng tuluyan
Pagkat ngiti mo'y walang mapantayan

At wag mo ring subukang lumapit sa akin
Kasi alam ko na hindi ko masasabihan
Itong isip kong maraming takbuhan

Laaa la la la la la la
Kapag kasama ka'y
Di maiwasang mapakanta ng la la la
La la la la la la
La la la la la la
La la la la la la la la

At ang daming beses ko nang iniisip
Kung ako rin ba'y nasa iyong panaginip
O kay hirap, halo-halong pakiramdam

Laaa la la la la la la
Kapag kasama ka'y
Di maiwasang mapakanta ng laaa
La la la la la la
Kapag kasama ka'y
Di maiwasang mapakanta ng la la la
La la la la la la
La la la la la la
La la la la la la la la

Laaa la la la la la la
Kapag kasama ka'y
Di maiwasang mapakanta ng laaa
La la la la la la la
Kapag kasama ka'y
Di maiwasang mapakanta ng la la la
"
