Song,Artist,Album,Lyrics
"""Options""",Inigo Pascual,"""Options""","

I can't deny it
There's something about how you get jealous
But it's irrelevant 'cause you don't have to be
You try to hide it
Look through my phone 'cause you can't help it
What can I tell you?
Want you to believe in me
Why you got, why you got
Gotta creep
Why you checkin' up, checkin' up, on me
Tell me, baby girl
What you lookin' for?
Do you believe in us, believe in us
Tell me
How you switchin' up, switchin' up on me
I need my word to be enough

I had options
'Til the day my eyes told me all I wanted was you, you
I had options, baby
But when I kiss your lips you made it so easy to choose you
There's only one heart I can give
One million of them
But one way that I feel when I'm with you

Oh baby
You don't want nobody to have me and I respect it
I know how it feels just when it comes to you I'm selfish
You don't have to work so hard for something that's already yours
But it's your favorite chore
Why you got, why you got
Gotta creep
Why you checkin' up, checkin' up, on me
Tell me, baby girl
What you lookin' for?
Do you believe in us, believe in us
Tell me
How you switchin' up, switchin' up on me
I need my word to be enough

I had options
'Til the day my eyes told me all I wanted was you, you
I had options, baby
But when I kiss your lips you made it so easy to choose you
There's only one heart I can give
One million of them
But one way that I feel when I'm with you

Never gonna waste, never gonna waste my time
I ain't never gonna change, never gonna change my mind
When I'm with you, you're the one that I notice
Them other girls are blurred lines, out of focus

I had options
'Til the day my eyes told me all I wanted was you, you
I had options, baby
But when I kiss your lips you made it so easy to choose you
There's only one heart I can give
One million of them
But one way that I feel when I'm with you
There's only one heart I can give
One million of them
But one way that I feel when I'm with you
"
"""Lost""",Inigo Pascual,"""Options""","

Sitting out here the whole day
Thinking maybe we could get away
Baby, you and me run away, run away

We don't need to know where this goes
All that matters to me is I got you
No one has to know

You just gotta take my hand
Breeze through the town and drift away
Wild as the wind blows through your hair
Gotta put your trust in me
With you's where I'd rather be
And there are no limits so let's get

Lost, in each other
Baby, let's get lost, in each other
Baby, let's get lost, yeah
With you's where I'd rather be
And there are no limits so let's get

Just give me your time
And tell me you're mine
We'll be lost in no time
We can make it tonight
No, it doesn't have to be right
We can break the rules
We can act a fool
Long as I'm with you
Nothing else matters, girl

You just gotta take my hand
Breeze through the town and drift away
Wild as the wind blows through your hair
Gotta put your trust in me
With you's where I'd rather be
And there are no limits so let's get

Lost, in each other
Baby, let's get lost, in each other
Baby, let's get lost, yeah
With you's where I'd rather be
And there are no limits so let's get

Let me know where you wanna go
Maybe Tokyo, we'll go round the globe
Baby ride with me, don't you wanna see
Nowhere we couldn't go
Long as you're down to get

Lost, in each other
Baby, let's get lost, in each other
Baby, let's get lost, yeah
With you's where I'd rather be
And there are no limits so let's get

Now just give me your time
And tell me you're mine
We'll be lost in no time
We can make it tonight
No, it doesn't have to be right
We can break the rules
We can act a fool
Long as I'm with you
Nothing else matters, girl

Nah, nah
No, it doesn't matter where we go
Let's get lost
Let's get lost
"
"""Love U Right""",Inigo Pascual,"""Options""","

I don't believe, I ever told you
What you mean to me
And what I'd do to be, who you need
(I don't believe)
If I woulda told you, that the way I feel
Could ever be as real, for you

And baby I tried cutting you off
But I can't go too long
When we don't talk
Yeah you got me messed up
Can't do this on my own
I don't believe, that I ever told you
What you mean to me
What you mean to me

But this heart, this heart, this heart
It ain't the one you want
Oh nah nah nah
Said my heart, my heart, my heart
It ain't the one you want
Nah, nah

I guess I can't love you right
Guess I can't change your mind
Lord knows that I've tried
Won't you ease my mind
Tell me that he loves you right (yeah)
Guess I can't love you right
Guess I can't change your mind
Lord knows that I tried
Won't you ease my mind
Tell me that he loves you right, right, right
Right, right, right
Right, right, right
Tell me that he loves you right, oh

I can never be what you wanted
You tell me bout the men you were hunting
I was holding on and I was hoping
If I gave you time you gave me something
I'll be in my head still dreaming
I can never run from the feeling
You keep me from healing, that's what I deal with

And baby I keep cutting you off
But I can't go too long
When we don't talk
Yeah you got me messed up
Can't do this on my own
Oh, no
Oh, no
Can't do this on my own
No, no

But this heart, this heart, this heart
It ain't the one you want
Oh nah nah nah
Said my heart, my heart, my heart
It ain't the one you want
Nah, nah

I guess I can't love you right
Guess I can't change your mind (change your mind)
Lord knows that I've tried
Won't you ease my mind
Tell me that he loves you right (yeah)
Guess I can't love you right (no, no)
Guess I can't change your mind (no)
Lord knows that I tried
Won't you ease my mind
Tell me that he loves you right, right, right
Right, right, right
Right, right, right
Tell me that he loves you right, oh

Guess I can't love you right
Guess I can't change your mind
Lord knows that I've tried
Won't you ease my mind
Tell me that he loves you right (yeah)

Guess I can't love you right
Guess I can't change your mind
Lord knows that I've tried
Won't you ease my mind
Tell me that he loves you right, right, right
Right, right, right
Right, right, right
Right, right, right
Tell me that he loves you right
I guess I can't love you
"
"""Danger""",Inigo Pascual,"""Options""","

She'll be rockin' in her heels at the party
I get the feel she gettin' naughty, naughty
We be goin' back and forth like walkie-talkie
It's the game she likes so I take my time
(And she like it, yeah)

She got that Gucci, got that Off-White
She on the table dancin' all night
I saw the sign, yeah, she the bad type
Doin' what she likes, yeah, that's just my type

You burn like fire
Let's make it hotter
Baby, can we play with danger?
Baby, can we play with danger?

Like the way you do, what you do to me
Passenger side when you ride with me
Baby, you can do what you want
It's the game I like
You can take your time, yeah

You burn like fire
Yeah, you burnin' like fire
Let's make it hotter
Baby, can we play with danger?

Danger
Baby, can we play with danger?
Danger
(Baby)
Baby, can we play with danger?

Girl so bad, call 911
Stole my heart, now she's on the run
I just wanna slide, got me sayin'
Baby, can we play with danger?

That girl is so bad, call 911
Stole my heart, now she's on the run
I just wanna slide, got me sayin'
Baby, can we play with danger?

(Danger)
Baby, can we play with danger?
(Come and take it to the girl, yeah
Da-da-danger)
Baby, can we play with danger?
"
"""Catching Feelings""",Inigo Pascual,"""Options""","

Just came from another mistake
Just another heartbreak
Repeating it over and over 'til our hearts break
Losing my mind every time with ya
Back to the wringer and we always hit rewind, baby
Say something stupid and you start to see red
I'm tryna please you but I'm losing my head
Think I need a bounce, let me out
Hit the ground, running 'til I drop dead

But everytime you tell me that you love me
Everytime you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that
I'm catchin' feelings for ya
I'm catchin' feelings, feelings
Yeah

Tell me why even if I gave you my life
You still mad at me
Tell me what the hell would suffice
I got a better me
You calling me out for all these dumb reasons
Gotta air it all out, you gotta run with me
You stay on my mind
And I can't get you out
You a real dime, baby there is no doubt
I'm on the brink, 'bout to sink

But I think I got you figured out
But everytime you tell me that you love me
Everytime you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
I'm catchin' feelings for ya
I'm catchin' feelings
Gotta let you know that
I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that
I'm catchin' feelings for ya
I'm catchin' feelings, feelings
Yeah
"
"""Neverland""",Inigo Pascual,"""Options""","

How do I live without you, babe?
Can we even clean this mess we made?
Russian roulette's our favorite game
Two hands on a grenade
Counting down to our fate

What can I do when the sun is brighter when we're closer?
Feels like hell each time it's over
But it's a familiar shoulder to lean on
It's bittersweet but need to taste it
Knowing that this love ain't what I need
But I'm safe here in my dreams

It ain't for nobody but us to understand
Playing with fire, pain and sin
And I wanna do it all again
I wanna stay here in Neverland
How do I leave when you're my drug
My addiction and my cure
Can we live right here in this trance
I wanna stay here in Neverland

Impossible to turn dust into gold
Our hearts are going colder,
But your body's here to keep me warm
We should never make new of what is faded
I'm waiting for the sun to clear
Until then imma stay right here

What can I do when the sun is brighter when we're closer?
Feels like hell each time it's over
But it's a familiar shoulder to lean on
It's bittersweet but need to taste it
Knowing that this love ain't what I need
But I'm safe here in my dreams

It ain't for nobody but us to understand
Playing with fire, pain and sin
And I wanna do it all again
I wanna stay here in Neverland
How do I live when you're my drug
My addiction and my cure
Can we live right here in this trance?
I wanna stay here in Neverland

Should've stopped the day we felt it
In too deep, now I can't help it
Feelings got me acting selfish
Can we stay right here in Neverland
I wonder when my eyes will open
Didn't go through the door to close it
Ain't nobody's business to understand
Can we stay right here in Neverland

In Neverland
"
"""Should Be Me""",Inigo Pascual,"""Options""","

(Hey)

And girl, I know I'm not the first
But lemme argue my case
Can I prove to you that I'm not of those jerks
That's in it for the chase
I wanna get close to you
Nobody comes close to you
So tell me what I gotta do to be the one you choose

If you haven't made up your mind
Allow me to interject
Can I offer you some advice
Don't fall for their lines
Don't know much they meant
They wanna get close to you
I wanna get closer too
So tell me what I gotta do to be the one you choose

Miss, you
Should let me convince you

It should be me
It should be me
Honey, he's a fool to think he'll give you what you need
It should be me
It should be me
I'm much more your type than all those guys
Don't you agree?
It should be

Please forgive my confidence
I just had to try
Won't forgive myself if
I didn't take the chance to try to be your guy
I know I'm the one for you
I'm thinking you know it too
So tell me what I gotta do to be the one you choose

Miss, you
Should let me convince you

It should be me
It should be me
Honey, he's a fool to think he'll give you what you need
It should be me
It should be me
I'm much more your type than all those guys
Wouldn't you agree?

Miss, it's only you and I
One like you is hard to find
Save a time and place for me
Cuz you know that it should be me

Don't be shy, girl
Give this a try, it should be
It should be, it should be, it should be me
Babe, don't be afraid to try this
Don't be afraid, don't be afraid
Yeah, yeah
No, no
Babe, I think you know

It should be me
It should be me
Honey, he's a fool to think he'll give you what you need

(Just give it a try)
(Let's go)
"
"""Always""",Inigo Pascual,"""Options""","

I don't wanna wait my turn
I think your choice should be with me
Let me show you something different (yeah)
I can feel your pain from past hurt
Making you cry just ain't in me
You need some time you know I'll give it

I need you close
Need someone to show you real love
Let me be your choice, always (oh yeah)
It's more than you know
You should feel the words I'm saying
Let me be your choice, always
(Look my way)

You lookin' for the right one, yeah
Don't you know it's me, it's me, it's me
Tell em you decided, yeah
You only want me, it's me, it's me
I got the things you been searching for
Don't be afraid to let it go
You lookin' for the right one, yeah
Don't you know it's me, it's me, it's me

She's a keeper
No, I can't let this go now
Show her my life
Right away, feel the fire
And I'll wait for you
Nothing could ever stop this
And I'll take the chance to
Prove to you I'm yours

I need you close (I need you close)
Need someone to show you real love
Let me be your choice, always (oh yeah, oh yeah)
It's more than you know
You should feel the words I'm saying
Let me be your choice, always
(Look my way)

You lookin' for the right one, yeah
Don't you know it's me, it's me, it's me
Tell em you decided, yeah
You only want me, it's me, it's me
I got the things you been searching for
Don't be afraid to let it go
You lookin' for the right one, yeah
Don't you know it's me, it's me, it's me

No need to be searching for something more
I'll give you everything you need
I will be right by your side for sure (for sure)
Yeah...

You lookin' for the right one, yeah (always)
Don't you know it's me, it's me, it's me (be the one for you)
Tell em you decided, yeah (yeah...)
You only want me, it's me, it's me (na na)
I got the things you been searching for (na na)
Don't be afraid to let it go (oh...)
You lookin' for the right one, yeah (always)
Don't you know it's me, it's me, it's me (always)
"
"""First Impressions""",Inigo Pascual,"""Options""","

Ooh
Reel me in girl, I'm yours for the taking
Ooh
(You got me, you, you, you got me baby)
Ooh
(I'm goin', I'm, I'm, I'm goin' crazy)

Is it too much for me to ask your name?
Or ask you to stay
And maybe talk to me?
I'm sorry if this is too forward, miss
I promise I am new to this

Girl, you had my attention
Right when you walked in
Please forgive my compliments
I can't help it
Help it
Help it

Ooh
Reel me in, oh you got me baby
Ooh
Reel me in, girl I'm going crazy
'Cause after all our glances
I had to take my chance
And I hope you understand that I'm
Trying hard to improvise
Swear I'll leave right when you ask me to
I just wanted to say to you that

Girl, you had my attention
Right when you walked in
Please forgive my compliments
I can't help it
Help it
Help it, yeah

Ooh
Reel me in, oh you got me baby
Ooh
Reel me in, girl I'm going crazy
Ooh
Reel me in, only you can save me, baby
Ooh
Reel me in girl, I'm yours for the taking

Everyone here seems to want what you got and
Not gonna lie, honey I am one of them
The first moment
You pulled me in, no questions

Everyone here seems to want what you got and
Not gonna lie, honey I am one of them
The first moment
You pulled me in, no questions

Yeah
Reel me in, oh you got me baby
(Oh you got me)
Reel me in, girl I'm going crazy
(I'm goin' crazy)
Reel me in, only you can save me
(You pulled me in no questions)
Reel me in girl, I'm yours for the taking
"
"""Not Him""",Inigo Pascual,"""Options""","

Babe I can't fake this charade
How much longer I gotta play?
Understand
I can't pretend
Wish you'd tell if I should stay
Do we stay to keep playing games?
Understand
I can't pretend

I'm sorry
That my all ain't what you're expecting
No I can't make you feel like how he did
No I can't force myself
To be the man you felt
That you needed

Pressure rising, won't you let me breathe?
Girl your eyes they tell their own stories
Oh you see someone else when you look at me
Baby I'm not him
No I'll never be

Lemme interject if I may
If it's someone else then why stay?
If it's him
Then choose him

I'm sorry
That my all ain't what you're expecting
No I can't make you feel like how he did
No I can't force myself
To be the man you felt
That you needed

Pressure rising, won't you let me breathe?
Girl your eyes they tell their own stories
Oh you see someone else when you look at me
Baby I'm not him
No I'll never be

Do I gotta
Fill the shoes of your history?
Replicate what you had previously?
Oh you see someone else when you look at me
Baby I'm not him
No I'll never be
Never be

My mind says I'm done
But my heart says don't run
Oh no, it's in your hands
Won't you give this a chance?

Pressure rising, won't you let me breathe?
Girl your eyes they tell their own stories
See someone else when you look at me
Baby I'm not him, oh yeah

Pressure rising, won't you let me breathe?
Girl your eyes they tell their own stories
Oh you see someone else when you look at me
Baby I'm not him,
No I'll never be

Do I gotta
Fill the shoes of your history?
Replicate what you had previously?
Oh you see someone else when you look at me
Baby I'm not him
No I'll never be
Never be
"
"""Ride""",Inigo Pascual,"""Options""","

Midnight calls
You ask me to come through
Champagne bottles, one for me and one for you
Walk down the alleyways
A cold night will keep us sane
Fur coats and tennis shoes
I'll be running next to you

Just ride
We'd be cruisin'
Ride
The town we're painting red
No rules, just having fun
Having fun

The time is running, oh
The time is running
We've got infinite chances
To make things the way we wanted, yeah
Don't take a step back
Mm, you gotta relax
And let your heart do the talking
And let your body do the...
Uh huh

Oh baby, I know
Oh baby, it shows
When you're with me, just let it be
The real you is what I wanna see
Oh baby you don't gotta front when we're alone
Love your flaws, all your imperfections
All I want is a real connection

So let's, ride
We'd be cruisin'
Ride
The town we're painting red
No rules, just having fun
Having fun

And we just ride
The wind is blowing, fly
The sun is going down, going down
This town we call our own
Our own

I just wanna say something
I've been thinking about the situation
Know we've been messing around
Letting both our guards down
I just wanna get it right this time, oh

I just wanna say something
I just wanna be on the same page and
I gotta let you know that I want you by my side
But I'm down for the ride each time

Ride
We'd be cruisin'
Ride
The town we're painting red
No rules, just having fun
Having fun

And we just ride
We'd be cruisin'
Ride
The town we're painting red
No rules, just having fun
Having fun
"
