Song,Artist,Album,Lyrics
"""Majime""",Andrew E.,"""Krispy Na Kreamy Pa""","

Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig

Eto na naman ako pero ano ba ire
Ako'y biglang napapahapon nani kure
Isang kamba na medyo me pagka makulit
Majime na ang ibig sabin ako ay mabaet
Mabait kasi lagi akong nakikipag sampai
Naturingang isip bata pero baka janai
Pag-utusan mo ko umaga to the break of dawn
Papunta ako sa lahat ng kantong may Lawson
Ipagluluto kita pagkaing walang bitsen
Sashimi shabu-shabu o kahit anong ramen
Mabait ako totoo (oh talaga)
Mas mabait pa sa lahat ng nakilala mo ""Oso""

Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig

Di ako nagyoyosi di ako umiinom
Kaya ko lang inumin oorong-sha dom perignon
O di ba o ang bait ko anong say mo
Mas type ko pang mag-yakimi kesa pachinko
Wala akong kaluho luho babay basta ba
Araw-araw mo kong dadalhin sa Akihabara
Walang kwenta ang motel gusto ko Tokyo Disneyland
Kase for me ang pag-ibig ay never one night stand
Pag ako ay nagmahal walang panori-norikai
Ikaw lang ang para sa kin (paru-paru shinai)
So kung gusto mong malaman kung gaano ako kabaet here's a clue
Pinakamajime from Nagoya to Shinjuku

Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig
Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig

Basta kwentuhan at tawanan well leave it up to me
Pero sagot mo lahat pag tayo ay nagasubi
Pagdating sa love mahaba aking pasensya
Kahit wala kang karuma tayo'y magdedensya
Ang ibigay mo lang muna sa akin ay ketai
Simpaynay you know why? Kase abunai
Coz for me di basta basta ang Andrew E
Dapat malupet ka baby malupit ka Hontoni
Understood mo na ba get mo na ba ibig sabihin
Ikaw lang di ko kailangan ang mga Gaijin
I wish you all the best goodluck sa yo Drew
Daijabu Arigato Gambate ne hayaku hayaku

Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig
Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig
Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig
Ayayay yayyay majime
Pag pumasok sa puso'y sukibe
Ayayay isa lang ang aking hilig
Ang ipasok sa pusong umiibig
"
"""That's Why I Love You""",Andrew E.,"""Krispy Na Kreamy Pa""","

Yeah, yeah, yeah, one time, yo
Para sabihin ang lahat ng nararamdaman
Yo, medyo mabigat
You know what, here's the truth

Para kang tinik na nakatusok na sa isip
Araw, gabi at maging sa panaginip
Ikaw at ikaw at ikaw na lang lagi
Sa 'king puso na ikaw ang bumighani
Magmula umaga hangang takipsilim
Pag-ibig ko'y 'di magsisilbing lihim
Tanging ikaw at sa akin ay lubusan na
Tanging ikaw at wala nang nanaisin pa

Ilalaan sa iyo ang lahat lahat
Pag-ibig ko nasa puso magbubuhat
Kay sarap mamuhay sa mundong ibabaw
Kung walang kaagaw
Tanging ikaw at sa akin ay lubusan na
Tanging ikaw at sa akin ay nag-iisa
Tanging ikaw at sa akin ay walang iba
Tanging ikaw dahil mahal kita, pretty baby

Dito ka sa tabi ko, ikaw ang natatangi
Sumaya'ng aking buhay, that's why I love you
Mundo ko'y tumahimik the day that I met you
Araw-gabi ay laging mamahalin kita

Sana, sana, sana 'wag mo nang ihinto
Pagmamahalang higit pa sa ginto
'Pagkat ako ay nananabik sa 'yong halik
Sa tuwing tayo ay halos cheek to cheek
At ang dahilan kung bakit ganito
Ay dahil sa labis na pagmamahal sa 'yo
'Di ko titiisin na ikaw ay mawaglit
At hinding hindi kita ipagpapalit

Oh, giliw ko, ako'y pakingan mo
Sa yaman ng mundo o maging yaring buhay ko
'Pagkat isa lang ang aking nanaisin
Ikaw ang mamahalin
Tanging ikaw at sa akin ay lubusan na
Tanging ikaw at sa akin ay nag-iisa
Tanging ikaw at sa akin ay walang iba
Tanging ikaw dahil mahal kita, pretty baby

Dito ka sa tabi ko, ikaw ang natatangi
Sumaya'ng aking buhay, that's why I love you
Mundo ko'y tumahimik the day that I met you
Araw-gabi ay laging mamahalin kita

Sa 'kin walang suliranin na kay bigat
Basta ba ikaw lang ang tanging mag-aangat
Ga'no ba kailangan ng isda, tubig sa dagat?
Makasama ka habang-buhay ganu'n kasama
I don't love you 'cause I need you, I need you 'cause I love you
Pinakamatamis sa 'kin if I can have you
At pag ikaw ay akin na iyong mapupuna
Lahat ng bagay sa mundo, iwawaglit ko na

Dito ka sa tabi ko, hawak-hawak kamay
Ipararamdam sa 'yo pag-ibig kong tunay
At habang dumadaloy puso't damdamin
Pruweba na 'to na ang pag-ibig mo'y akin
Tanging ikaw at sa akin ay lubusan na
Tanging ikaw at sa akin ay nag-iisa
Tanging ikaw at sa akin ay walang iba
Tanging ikaw dahil mahal kita, pretty baby

Dito ka sa tabi ko, ikaw ang natatangi
Sumaya'ng aking buhay, that's why I love you
Mundo ko'y tumahimik the day that I met you
Araw-gabi ay laging mamahalin kita

Dito ka sa tabi ko, ikaw ang natatangi
Sumaya'ng aking buhay, that's why I love you
Mundo ko'y tumahimik the day that I met you
Araw-gabi ay laging mamahalin kita
"
"""Panaginip Lang""",Alex Gonzaga,"""I Am Alex G.""","

Panaginip lang ba nung ika'y nakilala
Katabi sa klase chikahan ang naging hobby
Panaginip lang ba nung ika'y napatawa
Sa matalik na kaibigan
Nang hindi namamalayan

Hindi ko inakalang
Doon pala nagsimula
Love story'ng hindi inaasahan
Sa huli tayo pala
Sa isa't isaâ¦

Magkahawak ang mga kamay
Magkasabay sa lakad ng buhay
Ang araw at ang buwan
Na ang nagsasabing
Ako'y sa'yo lamang at
Ikaw ay para sakin lamang
Parang panaginip lamangâ¦
Parang panaginip lamangâ¦

Panaginip lang ba nung ika'y nakasama
Sa ating eskwela at ikaw ay pumuporma
Isa lang ang nasa isip at wala nang iba
Gulat ako noong sinabi mong mahal na mahal kita

Hindi ko inakalang
Doon pala nagsimula
Love story'ng hindi inaasahan
Sa huli tayo pala
Sa isa't isaâ¦

Magkahawak ang mga kamay
Magkasabay sa lakad ng buhay
Ang araw at ang buwan
Na ang nagsasabing
Ako'y sa'yo lamang at
Ikaw ay para sakin lamang
Parang panaginip lamangâ¦
Parang panaginip lamangâ¦

Para Pan Para Pan
Parang panaginip lamang...
Para Pan Para Pan
Parang panaginip lamang...
Para Pan Para Pan
Parang panaginip lamang...

Panaginip lang ba nung ikaw ay nayakap
Madilim ang ulap at ang langit ay umiiyak
Pawis sa palad sumasama sa luha at ulan
Nung sinabi kong mahal na rin kita

Hindi ko inakalang
Doon pala nagsimula
Love story'ng hindi inaasahan
Sa huli tayo pala
Sa isa't isaâ¦.

Magkahawak ang mga kamay
Magkasabay sa lakad ng buhay
Ang araw at ang buwan
Na ang nagsasabing
Ako'y sa'yo lamang at
Ikaw ay para sakin lamang
Parang panaginip lamangâ¦
Parang panaginip lamangâ¦

Para Pan Para Pan
Para Pan
Parang Panaginip lang
Para Pan Para Pan
Para Parang Panaginip
Ohhhhhhhh
Para Pan Para Pan
Para Parang Panaginip
Ohhhhhhhh
Para Pan Para Pan
Para Parang Panaginip
Ohhhhhhhh
Para Pan Para Pan
Para Parang Panaginip
Para Pan Para Pan
Para Parang Panaginip
Para Pan Para Pan
Para Parang Panaginip
"
"""Di Ko Akalain""",Alex Gonzaga,"""I Am Alex G.""","

Kanina pa kita hinahanap
Ngayon bigla kang dumating
Pero ba't ganoon?
Wala ako maramdaman ni katiting
Parang kailan lang
'Di makatulog sa kakaisip sa iyo
Parang kahapon lang
Nang inamin ko sa sarili ko
Na may gusto ako sa'yo

Di ko akalain, na mahahantong 'to sa ganito
Akala ko kasi, ikaw na talaga
Di ko akalain, na mawawala pa pala ang nadarama
Pero wala tayong magagawa
Wala tayong magagawa

Kanina pa kita tinititigan
At ang gwapo mo pa din
Ngunit maari nga bang noon ako'y tulog
At ngayo'y nagising
Siguro talaga
Napapagod din ang pusong magmahal
Siguro talaga
Malakas ang tama ko noong una
Ngayo'y wala na talaga

Di ko akalain, na mahahantong 'to sa ganito
Akala ko kasi, ikaw na talaga
Di ko akalain, na mawawala pa pala ang nadarama
Pero wala tayong magagawa
Pero wala tayong magagawa

Bentang benta, masarap kahit mahal
Urong sulong, nagmukha akong hangal
Bagyong pag-ibig, na maraming nabuwal
Tanging inisip ko'y ika'y aking mahal

Di ko akalain, na mahahantong 'to sa ganito
Akala ko kasi, ikaw na talaga
Di ko akalain, na mawawala pa pala ang nadarama
Pero wala tayong magagawa
Di ko akalain, na mawawala pa pala ang nadarama
Pero wala tayong magagawa
"
"""Alam Mo Na Yan""",Alex Gonzaga,"""I Am Alex G.""","

Girl, umayos ka huwag ng matakot
Sayang if you quit nalang huwag kang mapagod
Girl, let go mo na huwag ng mahiya no
Sige na sabihin mo

Girl, pumangot ka huwag ng malula
Kailan ka huling nag punas ng yong luha
Girl, iiyak mo lang huwag mong pigilin
Para gumaan as in

Damdamin ay masilan
Kaya maraming nagkakaganyan
Alam mo na yan
Alam mo na yan
Huwag ng sisihin ang pag-ibig
Sa perfink
Alam mo na yan
Alam mo na yan
Medyo alalay sa pag-ibig
Darating din tayo diyan
Alam mo na yan

Friend, ang bilin mo huwag kang mag hold back
Una mo ang puso mo before ang utak
Friend, ibalanse mo pantay ang bilin
Pap pa Para taman lang as in

Damdamin ay masilan
Kaya maraming nagkakaganyan
Alam mo na yan
Alam mo na yan
Huwag ng sisihin ang pag-ibig
Sa perfink
Alam mo na yan
Alam mo na yan
Medyo alalay sa pag-ibig
Darating din tayo diyan
Alam mo na yan

Damdamin ay masilan
Kaya maraming nagkakaganyan
Alam mo na yan
Alam mo na yan
Huwag ng sisihin ang pag-ibig
Sa perfink
Alam mo na yan
Alam mo na yan
Medyo alalay sa pag-ibig
Darating din tayo diyan
Alam mo na yan
Huwag ng sisihin ang pag-ibig
Sa perfink
Alam mo na yan
Alam mo na yan
Medyo alalay sa pag-ibig
Darating din tayo diyan
Ooohhhh
Alam mo na yan
"
"""Boyfriend""",Alex Gonzaga,"""I Am Alex G.""","

Akala mo forever
Yun pala whatever
Mabait sa simula
Biglang sa dulo mawawala
Kunwari sa puso mo, may care
Pero yun pala, i-ma-massacre
Ilang beses na akong naloko
Gusto ko na ng seryoso

Oh-oh-oh-oh-oh-oh
Oh-Oooooh
Oh-oh-oh-oh-oh-oh
Oh-Oooooh

So please, kung ayaw mo'ng mag stick to one
Kung 'di mo kayang panagutan
Kung lagi na lang may dahilan
Kung 'di mo ko kayang mahalin 'till the end
Then sorry, ayaw na kitang maging boyfriend

Sa una nag e-effort
Susunduin bago sa airport
Kunwari gustong ma-meet mga friends ko
Pero puro hang out naman sa friends mo
Buong day, tumatawag at laging nag te-text
Pero pag nasa gimikan, calls ko yung ni re-reject

So please, kung ayaw mo'ng mag stick to one
Kung 'di mo kayang panagutan
Kung lagi na lang may dahilan
Kung 'di mo ko kayang mahalin 'till the end
Then sorry, ayaw na kitang maging boyfriend

Goodbye, Goodbye [x3]
Goodbye-eye-eye-eye
Goodbye, Goodbye [x3]
Goodbye-eyeeeee

Kung pwede lang gumanti
Kung pwede lang i-delete lahat ng memories
Sawa na ako, oh please
Tama na, oh please

So please, kung ayaw mo'ng mag stick to one
Kung 'di mo kayang panagutan
Kung lagi na lang may dahilan
Kung 'di mo ko kayang mahalin 'till the end
Then sorry, ayaw na kitang maging boyfriend

Goodbye, Goodbye
Goodbye-eye-eye-eye
Goodbye, Goodbye
Goodbye-eye-eye-eye
Ah-ah-ah-ah-eye
Ah-ah-ah-ah-eye
"
"""Break Na Tayo""",Alex Gonzaga,"""I Am Alex G.""","

Bakit ang lalake, pag nanligaw madiskarte.
Pag sinagot na ng babae, nag-iiba (every week) parang sine.
Kung maglambing at parang pusa (meow).
Kung mag alaga ay may kusa.
Pero paglipas at nagsawa, ikaw na ang mag mamaka-awa.

Kaya girls, girls, girls, makinig kayo.
Before ang boys, boys, boys, biglang magbago.
Hwag nyong hayaang maisahan tayo!
So if you feel me!
Sumabay ka!

Bye bye, baby!
Bye bye, baby!
Bye bye, baby!
Break na tayo!
Babbbbby!

Bye bye, baby! Gotta go!
Bye bye, baby! Baboom!
Bye bye, baby! Break na tayo!
That's right! Babbbbby!

Bakit ang babae, pag niligawan umaarte.
Pag sinagot na ng lalake.
Nag te-te-text every minute, sagana beh.
Sa una'y hatid sundo ka.
Nung tumagal ay halos 'di magkita.
Nahuli mo'ng iba ang kanyang kasama.
Ikaw pa rin ang nagkakandarapa.

Kaya girls, girls, girls, makinig kayo.
Before ang boys, boys, boys, biglang magbago.
Huwag niyong hayaang maisahan tayo!
So if you feel me!
Sumabay ka!

Bye bye, baby!
Bye bye, baby!
Bye bye, baby!
Break na tayo!
Babbbbby!

Bye bye, baby! Gotta go!
Bye bye, baby! Baboom!
Bye bye, baby! Break na tayo!
That's right! Babbbbby!

Okay! Para sa lahat ng mga iniwan.
Pina-asa ng mahal nila.
Sa mga pinag sabay sabay niligawan.
Sa mga naniwala sa I love you at Forever.
Pero 'di naman pala tayo kayang panagutan.
You feel me?
'Cause I feel you!

Bye bye, baby!
Bye bye, baby!
Bye bye, baby!
Break na tayo!
Babbbbby!

Bye bye, baby!
Bye bye, baby!
Bye bye, baby!
Break na tayo!
Babbbbby!

Gotta go!
"
"""Goodbye Kiss""",Alex Gonzaga,"""I Am Alex G.""","

Time to blow it a goodbye kiss
Time to blow it up, time to blow it up
Aha-ha

Honestly I'm feeling low
But I'm not gonna let it show
Cause I don't wanna give in
Not gonna give up
I'm such a fell hi-hi-high
I'm getting tired of all these fears
I'm quite done releasing all the pointless tears
Yeah, turn the radio up, it's about to blow up
I'm such a fell hi-hi-high

Get the chip off your shoulder
Don't make me say I told you
How many more cliches do I need to convince you that
It gets better, it gets better
Baby, gets better now

Oh-ooh, it's time that you know
Oh-ooh, you're more than you know
You're the one who gets to decide
Whatever it is you're feeling inside
Woah-ooh, it's time to let go
Just let the happiness flow
Shed all of your worries, decide that's right
Time to blow it a goodbye kiss

Time to blow it a goodbye kiss
Time to blow it up, time to blow it up (blow it a goodbye kiss)
Time to blow it a goodbye kiss (yeah-eh-eh)
Time to blow it up, time to blow it up (blow it a goodbye kiss)

Sometimes I wanna run away but
There are million other reasons why I should stay
No, I don't wanna give in, not gonna give up
I'm such a feel hi-hi-high
Nobody knows my life to wait
Is about it's gonna take a whole lot more
To take this girl down
I'm here to spread the love around

Yeah, chip off your shoulder
Don't make me say I told you
How many more cliches do I need to convince you that
It gets better, it gets better
Baby, gets better now

Oh-ooh, it's time that you know
Oh-ooh, you're more than you know
You're the one who gets to decide
Whatever it is you're feeling inside
Woah-ooh, it's time to let go
Just let the happiness flow
Shed all of your worries, decide that's right
Time to blow it a goodbye kiss

Time to blow it a goodbye kiss
Time to blow it up, time to blow it up (blow it a goodbye kiss)
Time to blow it a goodbye kiss (yeah-eh-eh)
Time to blow it a godbye kiss (blow it a goodbye kiss)

Time to blow it a goodbye kiss
Time to blow it up, time to blow it up (blow it a goodbye kiss)
Time to blow it a goodbye kiss (yeah-eh-eh)
Time to blow it a godbye kiss

Just throw it away (K-I-S-S it goodbye)
Just throw it away (K-I-S-S it goodbye)
Just throw it away (K-I-S-S it goodbye)
Just throw it away

Yeah, chip off your shoulder
Don't make me say I told you
How many more cliches do I need to convince you that
It gets better, it gets better
And baby, gets better now

Oh-ooh, it's time that you know
Oh-ooh, you're more than you know
You're the one who gets to decide
Whatever it is you're feeling inside
Woah-ooh, it's time to let go
Just let the happiness flow
Shed all of your worries, decide that's right
Time to blow it a goodbye kiss

Oh-ooh, it's time that you know
Oh-ooh, you're more than you know
You're the one who gets to decide
Whatever it is you're feeling inside
Woah-ooh, it's time to let go
Just let the happiness flow
Shed all of your worries, decide that's right
Time to blow it a goodbye kiss

Throw it away (K-I-S-S it goodbye)
Just throw it away (K-I-S-S it goodbye)
Throw it away (K-I-S-S it goodbye)
Just throw it away
"
"""AG BACK AGAIN""",Alex Gonzaga,No Album,"

Yo!
I'm back
AG from the east
Ooh
Kkrrrr

AG's back again
Sobrang kwela daming friends
Ang kulit andun pa rin
AG's back again
Di na magwawala
Mas lalong lalala
Kaya humanda na sa talak!

Hey, everybody. Did you miss me?
It's AG from the east and I am pretty
Yes. It's me. I know you like me
Kunwari hindi para kasali

Dun sa mga taong ayaw sakin
Bawal kasi ang magkamali
But if you keep checking on my page and still hating
Listen to the song, baby, and try to know me

Noon ay from the east, ngayon from the S
'Cause hubby's from the south and he is the best
Mga jokes and pranks pilit ng nileless
Pero pag dating sa rap all out pwedeng mag beast

Try nothing bumilis ang flow like Flow G
Ang gagawin ko lang shout out sa family
Hello pinty mikee toni seve polly kuya paul
Uncle jojo bonoy
Samahan nyo ko hoy!
Samahan nyo ko hoy!

AG's back again
Sobrang kwela daming friends
Ang kulit andun pa rin
AG's back again
Di na magwawala
Mas lalong lalala
Kaya humanda na sa talak!

Di mo na kailangan pang ikumpara
Sa iba
Kumbaga
Ito na talaga kulit ko
May pagka loka loka pero sweet to

Alex G on the microphone
Slim na matangos ang ilong
Hypebeast pero dating jejemon
Daming naka-abang ako ay mapikon

Gusto nila akong magka-mali
Sinuklian ko lang ng ngiti
Dahil ang tunay na wagi ay
May pamilyang yayakap sa pag-uwi

Kaya ang bagong AG
Makulit and finesse like toni
If you're still pressed, I'm sorry
But pakshit dude that's crazy!

AG's back again
Sobrang kwela daming friends
Ang kulit andun pa rin
AG's back again
Di na magwawala
Mas lalong lalala
Kaya humanda na sa talak!

Sa totoo lang di naman nawala
Nandito pa rin lalo pang lumala
Kakain, gagala, walang magawa
Pero sexy pa rin di pa rin tumaba

AG from the east
Laging nasa list GV ang tina-taglay
AG from the east
Wag kang mainis
Kung sa kulit ko di ka pantay
Damn!
Malamang sa malamang
Marami pa rin ang naka-abang
Sa kakulitan na aking dala
Ewan na lang kung di ka ma buang!

AG's back again
Sobrang kwela daming friends
Ang kulit andun pa rin
AG's back again
Di na magwawala
Mas lalong lalala
Kaya humanda na sa talak!

I'm back

AG's back again
Sobrang kwela daming friends
Ang kulit andun pa rin
AG's back again
Di na magwawala
Mas lalong lalala
Kaya humanda na sa talak!

Tata is the funniest girl in the world!
"
"""Amfee""",Alex Gonzaga,No Album,"

AG from the east
Feeling sikat
Come on!

Breakfast ay tapsi na 'di naman fancy
Iba ang pinost mo sa 'yong IG story
Pag pumoporma dapat laging trendy
Para magaya si Kendall at Kylie

Buhok niya ay pamada
Utang niya ay sagana
Relo ay Seiko, nakaw ang Oppo
Ang arte arte mo
Tinalo mo pa si Belo
Napaka feeling mo
(Oy! Ganda mo!)

Amfeeling na nang pose mo
Amfeeling ng mukha mo
Akala mo kung sino
Wala ni kahit singko
Amfeeling na nang pose mo
Amfeeling ng mukha mo
Wala kang maloloko
Lokohin mo mukha mo

Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling

Pag nasa street feeling niya siya ay rich kid
Pa-sosy sa gimik, freeloader na sabit
From head to toe suot pa niya Gucci
Peke naman merienda niya nga'y Buchi

Balat niya mamantika
Leeg niya may pulbos pa
Ang bag ay Greenhills, Ingles may nosebleed
Ang arte arte mo akala mo isang modelo
Ang dami ng filter mo
(Hoy! Ganda ka?)

Amfeeling na nang pose mo
Amfeeling ng mukha mo
Akala mo kung sino
Wala ni kahit singko
Amfeeling na nang pose mo
Amfeeling ng mukha mo
Wala kang maloloko
Lokohin mo mukha mo

Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling

Itong kantang ito ay para sa 'kin din
Dahil ako daw ay napakafeeling din (feeling sikat!)
Ako ay isnabera, yumabang nang nagkapera
Di naman daw big star, superstar lang ang aking sister (ouch)
Pag ako'y nandiyan kala mo ako'y kung sino
Wala namang nakakakilala dahil ako nga'y isa lang anino (si toni yan!)
Andami kong dada di naman daw maganda (babalina yan!)
Ang paborito kong paratang sa aking mabigat...
Itong si Alex G feeling sikat!

Amfeeling na nang pose mo
Amfeeling ng mukha mo
Akala mo kung sino
Wala ni kahit singko
Amfeeling na nang pose mo
Amfeeling ng mukha mo
Wala kang maloloko
Lokohin mo mukha mo

Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling
Wag kang wag kang mag feeling
Amfee Amfee Amfeeling

Amfeeling nito!
"
"""Chambe""",Alex Gonzaga,No Album,"

Ah, yeah
AG from the east
C'mon

Yow, traffic na naman malelate ako sa aking pupuntahan
Kahit sa C5 o sa EDSA buhol buhol na peste ang palaging ka-eksena
Pero teka kaysa mainis isayaw mo na lamang upang maalis
Ang pagkapagod sa mabagal na pag-usad ng kalsada
Halina't sumunod sa galawang drop the beat, y'all

Mag-unat, gumalaw, sumayaw on fleek
Tumalon sumayaw let's celebrate

Move your hips sumabay sa beat
C'mon everybody, this is lit
Move your hips sumabay sa beat
C'mon everybody, this is lit

Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh

Ano man ang mangyari huwag ka ng umarte positibo nalang lagi
Laging advance mag-isip sa bawat situation meron satin sasagip
Sa lahat ng problemang ibabato sa'yo, huwag kang mag-alala akong bahala sa iyo
Sa akin magtiwala sumunod ka sa tugtugin na ito, c'mon break it down, y'all

Mag-unat, gumalaw, sumayaw on fleek
Tumalon sumayaw let's celebrate

Move your hips sumabay sa beat
C'mon everybody, this is lit
Move your hips sumabay sa beat
C'mon everybody, this is lit

Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh

(Gumalaw-galaw)
A-A-AG from the East
(Sumayaw umindak)

Yow everybody, this is AG from Taytay anak ni Pinty
Oops, teka lang sali daw si Toni
Chambe chambe para daw kay Seve
Hey netizens, this is AG from Taytay jowa ni Mikee
Oops, teka lang huwag daw isali
Baka daw magbreak patay sa Daddy (Catherine)

Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
Chambe Chambe, Chambe Chambe, Chambe eh eh eh
"
"""Pinoy Big Brother OTSO (Theme Song)""",Alex Gonzaga,No Album,"

Ang samahan natin ay umabot na sa bilang na walo
Maraming masayang nangyari sa samahang nabuo
Nawa'y palagi lang maging maligaya
Higit pa sa walang hanggang pagsasamang kay saya

Walang hanggan ang kasiyahan
Walang hanggan ang mga kulitan
Tayo ngayon ay otso na
Tayo ngayon ay otso
Otso na tayo
Otso na
Lalong sumasaya ating pagsasama

(Pinoy ikaw ay Pinoy, Pinoy ikaw ay Pinoy)

Ang samahan natin ay umabot na sa bilang na walo
Maraming masayang nangyari sa samahang nabuo
Nawa'y palagi lang maging maligaya
Higit pa sa walang hanggang pagsasamang kay saya

Walang hanggan ang kasiyahan
Walang hanggan ang mga kulitan
Tayo ngayon ay otso na
Tayo ngayon ay otso
Otso na tayo
Otso na
Lalong sumasaya ating pagsasama

Otso na
Otso na tayo
Otso na
Otso na tayo
Otso na
Lalong sumasaya ating pagsasama

Otso na
Otso na tayo
Otso na
Otso na tayo
Otso na
Lalong sumasaya ating pagsasama

Pinoy ikaw ay Pinoy
Ipakita sa mundo
Kung ano ang kaya mo
Ibang-iba ang Pinoy
Huwag kang matatakot
Ipagmalaki mo
Pinoy ako, Pinoy tayo

Otso na
Otso na tayo
Otso na
Otso na tayo
Otso na
Otso na tayo
Otso na
Otso na tayo
"
"""Please Lang""",Alex Gonzaga,No Album,"

Please lang [x8]

Naaalala ko pa ang bilin sa akin ni lola
Laging sundin at pakamahalin
Ang utos nila ay wag suwayin
Pero ang tumatak tatak tatak tak
Ang payo ni mama't ni papa
Mag-aral mabuti maging mabait
Wala munang jowa wag kang makulit

Dahil ang pag-ibig daw kusang dumarating
Ako'y tumatanda na ngunit wala pa rin
Asan ang yong kapareha? Kailan ka ba mag-aasawa?
Palaging kantsaw nila na nakakasawa kaya

Ang hirap sagutin
Ang tanong na bakit hanggang ngayon ba naman wala pa ring
Sumubok magkamali?
Sa puso ko na may isang kahilingan
Kasi ang dami ko nang kaibigan
Please lang baka pwedeng jowa naman

Please lang please lang jowa naman
Please lang please lang jowa naman
Please lang please lang jowa naman
Please lang please lang

Kalaro, kababata
Kaibigan at mga kakilala
Ako'y nangamba bahagyang nagtaka
Bakit sila ay natagpuan na

Ang pag-ibig na aking hinihintay
Ako'y tumatanda na kailan ba ibibigay
Ang aking kapareha na magiging asawa
At ihaharap sa kanila upang matigil na kasi ang hirap

Hirap sagutin
Ang tanong na bakit hanggang ngayon ba naman wala pa ring
Sumubok magkamali?
Sa puso ko na may isang kahilingan
Kasi ang dami ko nang kaibigan
Please lang baka pwedeng

Maranasan ko na may nag-aantay
Yung sabay kayong maglalakad, magkaakbay
Yung pagbubuksan ka ng pinto
Para lang malaman ko kung oras nga ba ay humihinto
Subalit parang mapait ang sinapit
Hindi ko mapilit ang pag-ibig na lumapit
At mahanap ang pangarap
Na magbibigay saya kasi ang hirap

Hirap sagutin
Ang tanong na bakit hanggang ngayon ba naman wala pa ring
Sumubok magkamali?
Sa puso ko na may isang kahilingan
Kasi ang dami ko nang kaibigan
Please lang baka pwedeng jowa naman

Ang puso ay may isang kahilingan
Ang dami dami ko nang kaibigan
Please lang baka pwedeng jowa naman
"
