Song,Artist,Album,Lyrics
"""What Life Is All About""",Carol Banawa,"""Carol""","

Isn't it right that we be together
Just like we've always been
Isn't it time that we start tomorrow
With what we have today

Here we are, we live, we laugh and we cry
We share the dream someday we may find
A love that is true that will last for all time
It seems what life is just all about

Isn't it love we need to believe in
Whenever we're in doubt
It isn't hard to share what we're feeling
We just have to try

Here we are, we live, we laugh and we cry
We share the dream someday we may find
A love that is true that will last for all time
It seems what life is just all about
...

Life's for you and I
"
"""Sana'y 'Di Ko Na Nakita""",Carol Banawa,"""Carol""","

Nalaman kong hindi lang ako
At 'di rin totoo
Na ako lang iniibig mo
Ayoko sanang maniwala
Sa bali-balita
Baka isipin mo'y wala akong tiwala

Ngunit minsa'y nakita ko
Kausap mo'y iba at kayakap mo
Paliwanag pa ba ang kailangang marinig sa 'yo

Sana'y hindi ko na nakita
Nang 'di na ako nasaktan pa
Dahil sa 'yo, ngayo'y lungkot ang nadarama
Ganyan ba ang ugali mo
Nagbibilang ka at 'di makuntento
Sayang naman itong damdamin ko sa 'yo

Hindi lang mi-minsang nakita
Mayro'n kang kasama
At napansin ko'y papalit-palit ka
Nabuo nga sa isipan ko
Na kabilang ako
Sa karamihan ng iyong niloloko

Dahil nga sa nakita ko
Kausap mo'y iba at kayakap mo
Paliwanag pa ba ang kailangang marinig sa 'yo

Sana'y hindi ko na nakita
Nang 'di na ako nasaktan pa
Dahil sa 'yo, ngayo'y lungkot ang nadarama
Ganyan ba ang ugali mo
Nagbibilang ka at 'di makuntento
Sayang naman itong damdamin ko sa 'yo
...
"
"""I'll Be There""",Carol Banawa,"""Carol""","

There are times that we are down
And tired of runnin' off the shore
There are times that we can't take it all
And we let our feelings down

Remember that I am your friend
Who will always be there for you
Whenever you're in pain
Just call out and hear me say
I'll be there...

There are times we keep on losin' our way
And we go astray
There are times that we can't make it at all
And we let our feelings down

Remember that I am your friend
Who will always be there for you
Whenever you're in pain
Just call out and hear me say
I'll be there...
"
"""Muntik Na Kitang Minahal""",Carol Banawa,"""Transition""","

May sikreto akong sasabihin sa 'yo
Mayroong nangyaring hindi mo alam
Ito'y isang lihim itinagong kay tagal
Muntik na kitang minahal
'Di ko noon nakayang ipadama sa 'yo
Ang nararamdaman ng pusong ito
At hanggang ngayon ay naaalala pa
Muntik na kitang minahal

Ngayon ay aaminin ko na
Na sana nga ay tayong dalawa
Bawat tanong mo'y iniwasan ko
Akala ang pag-ibig mo'y 'di totoo
'Di ko alam kung ano ang nangyari
Damdamin ko sa 'yo'y hindi ko masabi
Hanggang ang puso mo'y mapagod
Sa paghihintay kay tagal
Saka ko lang naisip muntik na kitang minahal

'Di ko noon nakayang ipadama sa 'yo
Ang nararamdaman ng pusong ito
At hanggang ngayon ay naaalala pa
Muntik na kitang minahal

Ngayon ay aaminin ko na
Na sana nga'y tayong dalawa
Bawat tanong mo'y iniwasan ko
Akala ang pag-ibig mo'y 'di totoo
'Di ko alam kung ano ang nangyari
Damdamin ko sa 'yo'y hindi ko nasabi
Hanggang ang puso mo'y mapagod
Sa paghihintay kay tagal
Saka ko lang naisip
Muntik na kitang minahal

Hanggang ang puso mo'y mapagod
Sa paghihintay kay tagal
Saka ko lang naisip
Muntik na kitang minahal
"
"""Can Never Be Me""",Carol Banawa,"""Transition""","

You're always there for me
You pick me up when I'm down
Ever so willing to guide me
Giving me unconditional love
Sometimes I refuse to listed
But I know you're so right
You only want good things in my life
I may not say that much
But how I love you
And I can only thank God
For giving me to you
I can't imagine my world
Without you, without you

You've given me life love
And my heart and my soul
You taught me kindness
And compassion
You let my goodness flow
You're the constant guiding light
That shines one me
And without you
I can never be me

Ever since I was a child
I see you so strong
You're the one that I run to
When things go wrong
You're never tires of loving me
You're always there to take good care of me

Everything good about me
Is all because of you...

You've given me life love
And my heart and my soul
You taught me kindness
And compassion
You let my goodness flow
You're the constant guiding light
That shines one me
And without you
I can never be me
"
"""Sa Kandungan Mo""",Carol Banawa,"""Transition""","

Sa unang sandali
Ng aking buhay
Ang 'yong mga ngiti
Sa ki'y naghihintay
'Di alintana, hirap ng pagluluwal
Ang masilayan mo
Ako'y biyayang handog ng maykapal

Sa kandungan mo
Mahihimbing ako
Sa kandungan mo
Nasa 'yong lahat ang buhay ko
Sa bawat saglit
Ang 'yong pagmamahal
Ang pinadarama dito
Sa 'king mundo
At sa pagluha ko
Yakap at haplos mo
Sa kandungan mo
Payapa ang loob ko (payapa ang buhay ko)

'Di alintana, hirap ng pagluluwal
Ang masilayan mo
Ako'y biyayang handog ng maykapal

Sa kandungan mo
Mahihimbing ako
Sa kandungan mo
Nasa 'yong lahat ang buhay ko
Sa bawat saglit
Ang 'yong pagmamahal
Ang pinadarama dito
Sa 'king mundo
At sa pagluha ko
Yakap at haplos mo
Sa kandungan mo
Payapa ang loob ko (payapa ang buhay ko)
"
"""Can't Say Goodbye""",Carol Banawa,"""Transition""","

So on and on we go
In a world, where we just don't know
Will tomorrow be kind
Will you still be mine
I can't get you out of my mind

I can't say goodbye
Can't hear me cry
Can't ask you why, you left me
You're still on my mind
Will take some time
To wonder why, you let me go
Deep in my heart I know
Can't say goodbye

I'm lost and alone, without you
I've not been the same since you've gone
Can love survive, in this place and time
Can I come alone for the ride

I can't say goodbye
Can't hear me cry
Can't ask you why, you left me
You're still on my mind
Will take some time
To wonder why, you let me go
Deep in my heart I know

I, I gave you my all
You broke my heart
But I can't let you go
I don't know
Can't say goodbye...

I can't say goodbye
Can't hear me cry
Can't ask you why, you left me
You're still on my mind
Will take some time
To wonder why, you let me go
I can't say goodbye
Can't hear me cry
Can't ask you why, you left me
You're still on my mind
Will take some time
To wonder why, you let me go
Deep in my heart I know
Can't say goodbye...
"
"""I Believe""",Carol Banawa,"""Transition""","

I see from look in your eyes, there's
Something I could never deny
For the first time
After all this time I found true love
I have never been so happy
In my life till you finally showed me for
The first time, I know this time I found true love

And I believe from the moment we met
Your love is truly as good as it gets
That if I let go, once I let you go
I'll never be happy again
And I believe for the very first time
Your love is truly meant to be mine
And my heart knows if I let you go
I'll never be happy again

You gave me the reason to live now
All I ever want is to give you all of me
Cause I believe you giving me true love

And I believe from the moment we met
Your love is truly as good as it gets
That if I let go, once I let you go
I'll never be happy again
And I believe for the very first time
Your love is truly meant to be mine
And my heart knows once I let you go
I'll never be happy again
And I believe for the very first time
Your love is truly meant to be mine
And my heart knows once I let you go
I'll never be happy again
"
"""Stay""",Carol Banawa,"""Transition""","

I want you to stay
Never go away from me
Stay forever
But now, now that you're gone
All I can do is pray for you
To be here beside me again

Why did you have to leave me
When you said that love will conquer all
Why did you have to leave me
When you said that dreaming was as good as reality

And now I must move on
Tryin' to forget all the memories of you near me
But I can't let go of your love that has stopped me
To hold on

I want you to stay
Never go away from me
Stay forever
But now, now that you're gone
All I can do is pray for you
To be here beside me again

Why did you have to leave me
When you said that love will conquer all
Why did you have to leave me
When you said that dreaming was as good as reality, ooh

And now I must move on
Tryin' to forget all the memories of you near me
But I can't let go of your love that has stopped me
To hold on

Why did you have to leave me
When you said that love will conquer all
Why did you have to leave me
When you said that dreaming was as good as reality

Why did you have to leave me
When you said that love will conquer all
Why did you have to leave me
When you said that dreaming was as good as reality

I want you to stay
Never go away from me
Stay forever

I want to stay
But I have to my way...
"
"""Sabihin Na Sana""",Carol Banawa,"""Transition""","

Laging nagtatanong
Ang puso kong ito
Hangang ngayon kaya'y
Mahal mo pa ako
Alaala ng kahapon
Nang lumisan ka noon
Ika'y babalik
Ang sabi mo doon

Lagi na lamang bang
Maghihintay sa'yo
Kayanin pa kaya
Ng pusong magtampo
Minsan ay nag-iisip
Kung tunay ang pangako mo
Di kaya biro lang ang lahat ng ito

Ang hangad ko lang naman
Minsan pa kahit na sandali
Makita kang muli
At kung tuluyan nang
Ako'y iiwan mo
Ay sabihin na sa akin
Nang di na maghintay
Sa araw at gabi
...
"
"""Bawat Pintig Ng Puso""",Carol Banawa,"""Transition""","

Kahit di takasan ng sakit
At di man matapos ang pait
Puso ko'y daranas ng tamis
Kung di ka aalis

Luha'y di muli pang dadaloy
At sa piling mo'y napawi ang taghoy
Narito ka't
Natapos ang unos
Kay laong nagtiis
Puso'y hinamak ang kirot
Bahid ng kahapon ay nilimot

Ang bawat araw kong magigisnan
Ang tanging hugis ng walang hangganan ng kailan pa man
Ang tunay na ningning at kulay ng aking mundo
Bwat pintig ng aking puso ay para sa iyo

Ang bawaat araw kong magigisnan
Ang tanging hugis ng hangganan ng kailan pa man
Ang tunay na ning
"
"""Itanong Mo Sa Puso Ko""",Carol Banawa,"""Transition""","

Di mo siguro nalalaman na ikaw ang aking mahal
Di mo siguro nakikita sa puso ang nararamdaman
Kapag tumitingin ka sa akin
Di ko malaman ang damdamin
Gusto kong humimlay at yakap mo sayong piling

Kung bakit ikaw ang pag-ibig ko
Ay di ko masasabing
Itanong mo sa puso ko
Kung bakit ikaw ang hinahanap ko
Damdamin ko ang sasagot sayo

Hindi ko sukat akalain ikaw ang pintig ng puso ko
At di ko kaya na pigilan ang alab na nadarama ko
Kapag tumitingin ka sa akin
Di ko malaman ang damdamin
Gusto kong humimlay at yakap mo sayong piling

Kung bakit ikaw ang pag-ibig ko
Ay di ko masasabing
Itanong mo sa puso ko
Kung bakit ikaw ang hinahanap ko
Damdamin ko ang sasagot sayo

Alam ko naman ikaw ay mayron ng iba
Ngunit patuloy pa rin sayong umaasa

Kung bakit ikaw ang pag-ibig ko
Ay di ko masasabing
Itanong mo sa puso ko
Kung bakit ikaw ang hinahanap ko
Damdamin ko ang sasagot sayo

Damdamin ko ang sasagot sayo...
"
"""Hanggang Sa Muli""",Carol Banawa,"""Transition""","

Sa may istasyon ihahatid ka
Tinititigan bagahe mong dala
Minamasdan kita
Mamaya'y wala ka na

Sa may istasyon kasama kita
Pinipigil luha sa 'king mata
Ngayo'y kapiling ka
Mamaya'y nag-iisa na

Hanggang sa muli
Iiwasang sa isip ka lagi
Di hahanapin o kakailanganin
Di sasabihing mahal ka sa akin
Hangang sa muli
Pipiliting huwag kang alalahanin
Di nanaisin yakap mo't halik
Di sasabihing sana'y magbalik
Hangang sa muli

Sa may istasyon ika'y sasakay na
Papalayo na'y sinusundan pa
Ika'y wala na ako'y nakatingin pa
Hangang sa muli
"
"""Quandary""",Carol Banawa,"""Transition""","

What is this strange new feeling
That I've never felt before
Could my heart's beating be revealing
Feelings unexplored
When first I saw you standing there
A sailor, prince or king
With such a strong commanding air
You seemed to shine over everything

And when you raised your voice
It seemed to echo all around
You sang of all your joys
And of the love you haven't found
And hearing of your heart's desire
A stirring uncontrolled
Burst from within like fatal fire
Is this what they call
""Love with all your soul?""

How can a human know
What I don't know
How can a human soul
Enchant me so
Or can it be the joy
This man expresses
Faith he professes
Is a guarantee
He could learn to love
Someone like me

But as I hold you close like this
You calm my strange unease
If I should wake you with a kiss
Would you lead me to
Such a love, oh please

How can a human know
What I don't know
How can a human soul
Enchant me so
Or can it be the joy
This man expresses
Faith he professes
Is a guarantee
That he could learn to love
Someone like me

Or can it be the joy
This man expresses
Faith he professes
Is a guarantee
That he could learn to love
Even me
"
"""Hindi Kita Malimot""",Carol Banawa,"""Transition""","

Hindi kita malimot
Ala-ala kita
Hindi kita malimot
Minamahal kita
Isinusumpa ko
Sa'yong kagandahan
Na ikaw lamang
Ang tangi kong minamahal
Hindi kita malimot
Huwag kang manimdiman
Hindi kita malimot
Manalig ka sinta
At kung ikaw man ang lumimot
Iyong alalahanin
Mahal pa rin kita

Hindi kita malimot
Ala-ala kita
Hindi kita malimot
Minamahal kita
Isinusumpa ko
Sa'yong kagandahan
Na ikaw lamang
Ang tangi kong minamahal
Hindi kita malimot
Huwag kang manimdiman
Hindi kita malimot
Manalig ka sinta
At kung ikaw man ang lumimot
Iyong alalahanin
Mahal pa rin kita
"
"""Noon At Ngayon""",Carol Banawa,"""Follow Your Heart""","

Kay ganda na magbalik tanaw sa nagdaan
Ang pinagsamahan nating nagtagal
Kay ganda nang managinip pa nag kailanman
Ang pangarap na pusong nagmahal

Ang lahat ay kay ganda
Habang tayo'y magkasama
Ang pinapangarap natin sa t'wina

Kay ganda ng ating kahapon
Parang ba kailan lamang
Kay ganda parin sa paglaon
Bukas man ay hindi hadalang
Simulan natin ngayon
Karugtong ng habang panahon
Tagumpay natin sa marami pang taon
Pagsasamang kay ganda noon at ngayon
...
"
"""Ocean Deep""",Carol Banawa,"""Follow Your Heart""","

Love can't you see I'm alone
Can't you give this fool a chance
A little love is all I ask
A little kindness in the night
Please don't leave me behind
No, don't tell me love is blind
A little love is all I ask, and that is all

Oh love, I've been searching so long
I've been searching high'n'low
A little love is all I ask
A little sadness when you're gone
Maybe you need a friend
Only please don't let's pretend
A little love is all I ask, and that is all

I wanna spread my wings
But I just can't fly
As a string of pearls
The pretty girls go sailing by

Ocean deep
I'm so afraid to show my feelings
I have sailed a million ceilings
Solitary room
Ocean deep
Will I ever find a lover
Maybe he has found another
And as I cry myself to sleep
I know this love of mine I'll keep
Ocean deep

Love can't you hear when I call
Can't you hear a word I say
A little love is all I ask
A little feeling when we touch
Why am I still alone?
I've got a heart without a home
A little love is all I ask, and that is all

I wanna spread my wings
But I just can't fly
As a string of pearls
The pretty girls go sailing by

Ocean deep
I'm so afraid to show my feelings
I have sailed a million ceilings
Solitary room
Ocean deep
Will I ever find a lover
Maybe she has found another
And as I cry myself to sleep
I know this love of mine I'll keep
Ocean deep

I'm so lonely lonely lonely...

Will I ever find a lover
Maybe she has found another
And as I cry myself to sleep
I know this love of mine I'll keep
Ocean deep
"
"""Together Forever""",Carol Banawa,"""Follow Your Heart""","

My love, forever, you will always be my only love
Forever you will always be my faithful love
It's always you, you'll always be
My love, forever, you will be my first and only love
For you, alone, I'll give my everlasting love
I promise you, you'll always be

You and I will never say goodbye
We'll never even wonder why
You and I will always be
Together forever
You and I will never say goodbye
We'll never even wonder why
You and I will always be
Together, forever in love

My love, forever you will always be my only love
Forever you will always be my faithful love
It's always you, you'll always be

You and I will never say goodbye
We'll never even wonder why
You and I will always be
Together forever
You and I will never say goodbye
We'll never even wonder why
You and I will always be
Together forever in love
Together forever in love
"
"""Langit Na Bituin""",Carol Banawa,"""Follow Your Heart""","

Hanggang saan kaya
Hanggang kailan pa ba
Maghihintay ang puso kong
Nangungulila
Sana'y malaman mo
Ako'y naririto
Pakinggan mo, sumasamo
Damdamin kong ito

Kailan makakamit
Langit na bituin
Kailan masisilayan
Ganda ng iyong ningning
Sana'y iyong dinggin
Bulong ng damdamin
Sana'y makapiling
Sana'y mahalin
Sana'y makamit
Langit na bituin

Pag ligaya'y hindi ganap
Ngayong nasa'n ang pangarap
Nalulungkot, hinahanap
Ang mga yakap

Kailan makakamit
Langit na bituin
Kailan masisilayan
Ganda ng iyong ningning
Sana'y iyong dinggin
Bulong ng damdamin
Sana'y makamit
Langit na bituin

Nangkamali ako
Nang minsang iwan ka
Ngayo'y batid ko na
Ikaw lang pala'ng hinahanap
Ang nag-iisang langit kong bituin

Sana'y iyong dinggin
Bulong ng damdamin
Sana'y makamit
Langit na
Ang langit kong

Kailan makakamit
Langit na bituin
Kailan masisilayan
Ganda ng iyong ningning
Sana'y iyong dinggin
Bulong ng damdamin
Sana'y makapiling
Sana'y mahalin
Sana'y makamit
Langit na bituin

Sana'y makamit
Ang langit na bituin
"
"""Heaven Knows""",Carol Banawa,"""Follow Your Heart""","

He's always on my mind
From the time I wake up
'Till I close my eyes
He's everywhere I go
He's all I know

'Though he's so far away
It's just keeps getting stronger
Every day
And even now he's gone
I'm still holding on

So tell me where do I start
'Cause it's breaking my heart
Don't wanna let him go

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows

My friends keep telling me
That if you really love him
You've gotta set him free
And if he returns in kind
I'll know he's mine

So tell me where do I start
'Cause it's breaking my heart
Don't wanna let him go

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows

Why I live in despair
'Cause while awake or dreaming
I know he's never there
And all these time I act so brave
I'm shaking inside
Why does it hurt me so...

Maybe my love will come back some day
Only heaven knows
And maybe our hearts will find their way
Only heaven knows
And all I can do is hope and pray
'Cause heaven knows

Heaven knows...
"
"""Hanggang May Kailanman""",Carol Banawa,"""Follow Your Heart""","

Hanggang may kailanman
Kahapon at ngayon
Ay may bukas na daratnan
Hanggang may kailanman
Ang bawat sandali
Ay panahong nilalaan
Hanggang ako'y kailangan
Hanggang ikaw ay nariyan
Ako't ikaw hanggang may kailanman

Hanggang may saan man
Ang dito at doon
Ay may landas na tagpuan
Hanggang may kailanman
Ang bawat alaala ay ating pagsaluhan
Hanggang sa kalungkutan
Hindi kita iiwanan
Kasama mo hanggang may kailanman

Kailan pa man
Sayo lamang magmamahal
Kailan pa man
Mangangakong magtatagal
Mula noon hanggang ngayon
Ikaw lamang
Ako para sayo
Hanggang may kailanman

Hanggang sa kalungkutan
Hindi kita iiwanan
Kasama mo hanggang may kailanman

Kailan pa man
Sayo lamang magmamahal
Kailan pa man
Mangangakong magtatagal
Mula noon hanggang ngayon
Ikaw lamang
Ako para sayo
Hanggang may kailanman

Kailan pa man
Sayo lamang magmamahal
Kailan pa man
Mangangakong magtatagal
Noon hanggang ngayon
Ikaw lamang
Ako para sayo
Hanggang may kailanman
"
"""Dito Ka Lang Sa Piling Ko""",Carol Banawa,"""Follow Your Heart""","

Nasa'n ka pagkailangan ka
At walang magawa madalas
Pag wala ka sa piling ko
Narito sana
Pag kailangan ka
Nasa'n ka

Pa'no na kung ayoko na
At walang ginawa
Dahil laging wala ka sa piling ko
Wag naman sana
Kung ayoko na
Pa'no na

Sa umaga ma't gabi miminsan lang
Madamang ika'y nariyan
Ay tila nagkukulang
Hanap ka ng puso't kaluluwa
Nasa'n ka?

Pwede bang
Dito ka lang sa piling ko ngayon
Pwede bang
Bigyan ako ng pagkakataon
Ipangako mo na rin
Ang bukas at ang habang panahon
Pwede bang
Dito ka lang sa piling ko
Ngayon

Nais ko
Ipangako mo
Anumang dumating
Ay hindi madaling malimutan ka
Laging narito
Ipangako mo
Nais ko

Sa umaga ma't gabi miminsan lang
Madamang ika'y nariyan
Ay tila nagkukulang
Hanap ka ng puso't kaluluwa
Nasa'n ka?

Pwede bang
Dito ka lang sa piling ko ngayon
Pwede bang
Bigyan ako ng pagkakataon
Ipangako mo na rin
Ang bukas at ang habang panahon
Pwede bang
Dito ka lang sa piling ko
Ngayon

Pwede bang
Dito ka lang sa piling ko ngayon
Pwede bang
Bigyan ako ng pagkakataon
Ipangako mo na rin
Ang bukas at ang habang panahon
Pwede bang
Dito ka lang sa piling ko
Ngayon

Pwede bang
Dito ka lang
"
