Song,Artist,Album,Lyrics
"""Ay Buhay""",Dong Abay,"""Flipino""","

Tambay sa tulay
Ang matandang pilay
Akbay ang saklay
Mata'y matamlay
Ay buhay

Ngalay na ngalay
Kanyang kanang kamay
Panay ang antay
Grasyang ibigay ay buhay

Ay buhay siya'y parang isang lantang gulay
Walang humpay sa hanapbuhay
Ang lagay matirang matibay
Ang lagay matirang matibay ay buhay

Laway at kaway
Awa ang taglay
Sanay magpatangay
Ang nanlulupaypay
Ay buhay

Sabay ang sakay
Sa sanlaksang ingay
Lantay na lumbay
Latay sa malay
Ay buhay

Ay buhay siya'y parang isang lantang gulay
Walang humpay sa hanapbuhay
Ang lagay matirang matibay
Ang lagay matirang matibay ay buhay

Ay buhay siya'y parang isang lantang gulay
Walang humpay sa hanapbuhay
Ang lagay matirang matibay
Ang lagay matirang matibay ay buhay
"
"""Segundo""",Dong Abay,"""Flipino""","

Kung sa isang iglap, makalimutan ng Diyos
Na ako ay isang manikang basahan
At kanyang pagkalooban ng kapirasong buhay

Hindi ko sasabihin, lahat ng iniisip
Sa halip ay iisipin, lahat ng sasabihin

Itatangi ko ang bawat bagay bagay
Hindi dahil lamang sa kahalagahan nito
Kundi sa kung ano ang kahulugang totoo
Ako'y matutulog nang kaunti at mas mananaginip
Mauunawaan na sa bawat minutong pagpikit

Nawawalan tayo ng animnapung segundo ng liwanag
Liwanag
Liwanag
Liwanag

Maglalakad ako kung ang iba ay ayaw humakbang
Mananatiling gising kung ang iba ay maidlip
Makikinig ako kung may magsasalita
Kung ako ay may puso, isusulat ko ang poot sa yelo
At maghihintay sa pagsikat ng araw

Ang aking luha ang didilig sa rosas
Sa kanyang imik dadamhin ko ang kirot
At ang pulang halik ng kanyang talulot

Ipababatid sa lahat ng minamahal
Na minamahal ko silang lahat

Mabubuhay ako nang nagmamahal sa pag-ibig
Pag-ibig
Pag-ibig
Pag-ibig

Marami akong natutunan mula sa mga nilalang
Ngunit ang katotohanan, wala itong pakinabang
Kahit pa ingatan ko, sa loob ng maletang ito
Malungkot ko pa ring lilisanin ang mundo
"
"""Solb""",Dong Abay,"""Flipino""","

Ngayong gabi
Siya ang may ari ng syudad
Tulad ng dati
Parang hari kung maglakad
Nakapikit
Ikot pa ang lagalag
Umaawit
Sisinghot ang batang banaag

High na high sa highway
Solb na solb sa solvent

High na high
Solb na solb
Sa highway
Sa solvent

Nag iisa
Napaupo sa bangketa
Tumatawa
Dinuduro ang estatwa
Nagbibilang
Ng sasakyang nagdadaan
Nag-aabang
Kung ano ang wala naman

High na high sa highway
Solb na solb sa solvent

High na high
Solb na solb
Sa highway
Sa solvent

Naghahanap
Ng pagkain sa basura
Ang masarap
Sa paninging tira-tira

Nakahiga
At binabalot ng sakong sira
Batang gala
Plastic na supot ang dala
"
"""WWIII""",Dong Abay,"""Flipino""","

Bukas ba paggising ko tahimik na?
Walang gulo?
Walang gulo?

Kung kailan ang linaw ko ang labo mo
Ang labo mo naman, mundo
Ang labo mo naman, mundo

Walang tigil, walang tigil
Walang tigil, walang tigil, walang tigil, walang tigil
Gyera!
Sunud-sunod, sunud-sunod
Sunud-sunod, sunud-sunod, sunud-sunod, sunud-sunod
Gyera!

Bukas ba paggising ko tahimik na?
Walang gulo?
Walang gulo?

Kung kailan ang linaw ko ang labo mo
Ang labo mo naman, mundo
Ang labo mo naman, mundo

Walang hinto, walang hinto
Walang hinto, walang hinto, walang hinto, walang hinto
Gyera!
Tuluy-tuloy, tuluy-tuloy
Tuluy-tuloy, tuluy-tuloy, tuluy-tuloy, tuluy-tuloy
Gyera!

Bukas ba paggising ko tahimik na?
Walang gulo?
Walang gulo?

Kung kailan ang linaw ko ang labo mo
Ang labo mo naman, mundo
Ang labo mo naman, mundo

'Di pa tapos, 'di pa tapos
'Di pa tapos, 'di pa tapos, 'di pa tapos, 'di pa tapos
Gyera!
Walang yawa, walang yawa
Walang yawa, walang yawa, walang yawa, walang yawa
Gyera!

Bukas ba paggising ko tahimik na?
Walang gulo?
Walang gulo?
Kung kailan ang linaw ko ang labo mo
Ang labo mo naman, mundo
Ang labo mo naman, mundo

Bukas ba paggising ko tahimik na?
Walang gulo?
"
"""Wow!""",Donna Cruz,"""Donna""","

Dati rati hello kitty at nagbabad sa TV
Sa maghapon yan ang hilig ko noon
Patentiro bidang bida
Jumping rope man o karera
Ako ang laging nauuna
Inipon kong mga manyeka
Barbie doll ang paborito
At sinusuklay suklay ko pa ito
Ngunit ngayon bakit ganun
Mula ng makilala ka
Lahat ng hilig ko'y naging balewala

Bawat banggit ng iyong pangalan
Sa skwela o kwentuhan
Lumuluksong bigla ang puso ko
At kung ika'y nasasalubong
Parang ibig kong umurong
Namumutla at conscious pa ako
Umiiwas sa iyong pansin
Ngunit ito'y gusto ko rin
Para akong lumalakad sa hangin
At sa gabi bago matulog
Ay iniisip kita
Upang sa dream ko sana tayo mag kita

Wow! Aba baka ikaw na nga
Ang sinasabing pag ibig
Nakakaloko talaga
Oh how galing naman
Ng aking nararamdaman
Wow! Gowdgie
Type na rin
Wow!

Ito ay aking tinatago
Isang munting sekrito
Baka malaman pa ng parents ko
Mahirap na ang mabuking
Masermunan ayoko rin
Kaya't sa puso't isipan lang ito
Bsta makita lang kita
Ang araw ko okey na
Ewan ko ba bakit gustong gusto kita
Wala na ngang hihilingin
Kahit ano ano pa man
Basta't ang feeling kong ito'y ganun nalang

Wow! Aba baka ikaw na nga
Ang sinasabing pag ibig
Nakakaloko talaga
Oh how galing naman
Ng aking nararamdaman
Wow! Gowdgie
Type na rin
Wow!

Ito ay aking tinatago
Isang munting sekrito
Baka malaman pa ng parents ko
Mahirap na ang mabuking
Masermunan ayoko rin
Kaya't sa puso't isipan lang ito
Basta makita lang kita
Ang araw ko okey na
Ewan ko ba bakit gustong gusto kita
Wala na ngang hihilingin
Kahit ano ano pa man
Basta't ang feeling kong ito'y ganun nalang
Wala na ngang hihilingin
Kahit ano ano pa man
Basta't ang feeling kong ito'y ganun nalang
"
"""Boy (I Love You)""",Donna Cruz,"""Donna""","

Boy, ang awiting to'y sa'yo
Boy, sa'n ka man naroroon
Kabilang dito ang damdamin nakatago
Na'di ko kayang banggitin sa'yo
Di'ka nawawala sa aking ala-ala
Maging araw at gabi iniisip kita lagi
Hello boy
Hello boy
Mag-ingat ka sana

Sa'pag tulog ko'y, larawan mo
Ang nasa, tabi ko
Umaasang
Sa pangarap ko'y
Kasama ka
Di ako nag-iisa
Tulad ngaong malayo ka

I love you boy
Mata ko'y lumuluha
Boy, sana ay narito ka
Sana'y umabot sa iyo
Ang munting himig ko
Damdaming di mahinto
Ikaw ay iniibig ko
Hello boy
Hello boy
Mag-ingat ka sana

Sa'pag tulog ko'y, larawan mo
Ang nasa, tabi ko
Umaasang
Sa pangarap ko'y
Kasama ka
Di ako nag-iisa
Tulad ngaong malayo ka

I love you boy
Mata ko'y lumuluha
Boy, sana ay narito ka
Sana'y umabot sa iyo
Ang munting himig ko
Damdaming di mahinto
Ikaw ay iniibig ko
Hello boy
Hello boy
Mag-ingat ka sana
"
"""Kapag Tumibok Ang Puso""",Donna Cruz,"""Donna""","

Heto na naman naririnig
Kumakaba-kaba itong dibdib
Lagi nalang sinasabi
Pwede ka bang makatabi?
Kahit sandali lang pweda ba
Sana pagbigyan sige na?
Muhkang tinamaan yata ako...

Kapag tumibok ang puso
Wala ka nang magagawa kundi sundin ito
Kapag tumibok ang puso
Lagot ka na
Siguradong huli ka...

Araw at gabi iniisip ka
Pinapangarap na mahagkan kita
Laging tulala at nakangiti
Puso'y di mapigil ang pintig
Nais kong sabihin, mahal ka
Bawat sandali ay miss kita
Mukhang tinamaan yata ako...

Kapag tumibok ang puso
Wala ka nang magagawa kundi sundin ito
Kapag tumibok ang puso
Lagot ka na
Siguradong huli ka...
"
"""Nais Ko""",Donna Cruz,"""Donna""","

Laging ikaw sa isip ko
Di nawawalay sa puso ko
Araw gabi hanap hanap kita
Pag ibig ba ang nadarama

Sa pagtulog ay naroon ka
Aking kamay hawak hawak mo pa
Nais ko sana'y wag nang magising
Ng di maglaho ang paglalambing

Nais koy muling makita ka
At sa akin sabihin na iniibig kita
Musmos man ang puso't isipan
Ang damdamin ko'y hayaan
Pag ibig pala ay ganyan

Sa pagtulog ay naroon ka
Aking kamay ay hawak hawak mo pa
Nais ko sana'y wag nang magising
Ng di maglaho ang paglalambing

Nais koy muling makita ka
At sa akin sabihin na iniibig kita
Musmos man ang puso't isipan
Ang damdamin ko'y hayaan
Pag ibig pala ay ganyan

Nais ko sana'y wag ng magising
Ng di maglaho ang paglalambing

Nais koy muling makita ka
At sa akin sabihin na iniibig kita
Musmos man ang puso't isipan
Ang damdamin ko'y hayaan
Pag ibig pala ay ganyan

Nais koy muling makita ka
At sa akin sabihin na iniibig kita
Musmos man ang puso't isipan
Ang damdamin ko'y hayaan
Pag ibig pala ay ganyan

Pag ibig pala ay ganyan
Pag ibig pala ay ganyan
"
"""Rain""",Donna Cruz,"""Donna""","

Rain gently falls whenever we say goodnight
Falling like when your out of sight
Rain follows me even in my bed
And rain is the tears that I shed

There'll be no sunshine in my life
Until you say your mine oh mine
There'll be no summer, spring or fall
Each day is like winter time
But I can never say I care
I know it won't be smart
Somebody owns your heart
It can never be mine

So it rains when your near
Knowing we can't even touch
Rain knows that I love you so much
But I know that my love
Will only cause you pain
So I'd rather live with the rain

There'll be no sunshine in my life
Until you say your mine oh mine
There'll be no summer, spring or fall
Each day is like winter time
But I can never say I care
I know it won't be smart
Somebody owns your heart
It can never be mine
...
"
"""Pakipot""",Donna Cruz,"""Donna""","

Kahit ikaw ay may pag-asa
Diba dapat mag syaga ka muna
Alam ko na mahirap na mag kamali
Kaya ma ingat sa pag pili

Kaya'y akoy pakipot sayo
Ibig kong... ibig kong subukan kung
Tunay ang pag ibig mo
Kaya'y akoy pakipot sayo
Ibig kong... ibig kong malaman na kung
Dapat kang ibigin ko

Minsan ay ibig kanang mahalin
Para pag hihirap mo ay matigil
Ngunit mas mahirap mag kamali
Kaya hindi biro ang pag pili

Kaya'y akoy pakipot sayo
Ibig kong... ibig kong subukan kung
Tunay ang pag ibig mo
Kaya'y akoy pakipot sayo
Ibig kong... ibig kong malaman na kung
Dapat kang ibigin ko

Kahit ikaw ay may pag-asa
Diba dapat mag syaga ka muna
Alam ko na mahirap na mag kamali
Kaya ma ingat sa pag pili

Kaya'y akoy pakipot sayo
Ibig kong... ibig kong subukan kung
Tunay ang pag ibig mo
Kaya'y akoy pakipot sayo
Ibig kong... ibig kong malaman na kung
Dapat kang ibigin ko

Kaya'y akoy pakipot sayo
Ibig kong... ibig kong subukan kung
Tunay ang pag ibig mo
Kaya'y akoy pakipot sayo
Ibig kong... ibig kong malaman na kung
Dapat kang ibigin ko
"
"""Sa Ilalim Ng Unan""",Donna Cruz,"""Donna""","

Bago matulog t'wing gabi
May isang bagay akong tinatabi
Mahalaga sa akin
At kapiling kong lagi
Ang isip ko'y naglalakbay
Patungo sa iyo
At ang larawan mo'ng ibinigay
Nasa ilalim ng unan ko

Ang iyong ngiting kay tamis
Walang sawang aking minamasdan
Kislap ng iyong mga mata
Maamo at anong ganda
Nais kong mapangarap ka
At makasama pa
Ang ligaya ng pag tulog ko
Nasa ilalim ng unan ko

Sa gabi ako ay masaya
Pagtulog ko'y mahimbing pa
Yaman ko ang lawaran mo
Sa ilalim ng unan ko
At pagising sa umaga
Puso't damdamin ko'y sumisigla
Larawan mong nakangiti
Sa akin ay bumabati

Ang iyong ngiting kay tamis
Walang sawang aking minamasdan
Kislap ng iyong mga mata
Maamo at anong ganda
Nais kong mapangarap ka
At makasama pa
Ang ligaya ng pag tulog ko
Nasa ilalim ng unan ko

Sa gabi ako ay masaya
Pagtulog ko'y mahimbing pa
Yaman ko ang lawaran mo
Sa ilalim ng unan ko
At pagising sa umaga
Puso't damdamin ko'y sumisigla
Larawan mong nakangiti
Sa akin ay bumabati

Ang iyong ngiting kay tamis
Walang sawang aking minamasdan
Kislap ng iyong mga mata
Maamo at anong ganda
Nais kong mapangarap ka
At makasama pa
Ang ligaya ng pag tulog ko
Nasa ilalim ng unan ko

Nais kong mapangarap ka
At makasama ka
Ang ligaya ng pagtulog ko
Nasa ilalim ng unan ko
"
"""Huwag Kang Mangako""",Donna Cruz,"""Kurot Sa Puso""","

Huwag kang mangako
Nang pag ibig na walang hanggan
Huwag kang mangako
Sa aking pusong ilang ulit nang nasaktan
Kahit matindi ang isang damdamin
Nagbabago rin
Tumitibok ngayon
Bukas kaya damdamin ay ganun pa rin?

Sapat na sakin
Ang minsan mong sabihin na ako'y iyong mahal
Kung sadyang tayo
Ang pagsuyo ay kusang magtatagal...

Please don't promise
That you'll love me
Until the end of time
Please don't promise to my heart
That's been hurt a million times
Kahit matindi ang isang damdamin
Nagbabago rin
Tumitibok ngayon
Bukas kaya damdamin ay ganun pa rin?

Yes! It's enough for me
Ang minsan mong sabihin na ako'y iyong mahal
That if you're meant for me
Our love will last until the end of time

Sapat na sakin
Ang minsan mong sabihin na ako'y iyong mahal
Kung sadyang tayo
Ang pagsuyo ay kusang magtatagal...
"
"""Alam Mo Na, Di Ba?""",Donna Cruz,"""Kurot Sa Puso""","

Iba na yata itong nararamdaman
'Di makakain, 'di makatulog man lang
Minamahal kita, 'wag sanang magtaka
Pinatibok mo ang puso kahit noon pa

Pangarap kita ha kapag ako ay gising
Tulog man ako ho panaginip ka pa rin
Tumitibok itong puso dahil narito ka
Alam kong alam mo na 'di ba?

Unang tibok ng puso kasabay ay kaba
May nangyayari sati'ng tila kakaiba
Ibigin man kita 'wag kang magtataka
Alam nating dalawa, alam mo na di ba?

Gusto kong sabihing minamahal kita
Kahit na alam kong ito'y alam mo na
Kumakaba itong dibdib nang dahil sa iyo
Di man ako kumikibo alam kong alam mo

Hinahanap kita ha sa bawat saglit
Pangalan mo lagi ang nasasambit
Pusong nagmamahal ganyan yata talaga
Alam kong alam na di ba?

Unang tibok ng puso kasabay ay kaba
May nangyayari sati'ng tila kakaiba
Ibigin man kita 'wag kang magtataka
Alam nating dalawa, alam mo na di ba?

Unang tibok ng puso kasabay ay kaba
May nangyayari sati'ng tila kakaiba
Ibigin man kita 'wag kang magtataka
Alam nating dalawa, alam mo na di ba?
"
