Song,Artist,Album,Lyrics
"""Malaya Ka Na""",Lani Misalucha,No Album,"

Oh ah ah ah
Oooohh ohh, ah ah

Di ko na makakayang
Mag sa walang kibo na lamang
Di ko na magagawang maglihim pa sa iyo

At kung ina-asaahan mong
Magbabalik pa ang puso ko sayo
Matapos mong saktan at malinlang

Dapat sana'y hawak ang 'yong kamay
Kung nag-isip ka lang, hindi na masasaktan
Ang isa't isa

Malaya ka na, magagawa mo na
Ang lahat ng gusto mo
Kahit masaktan man ako
Malaya ka na, wag ka nang umasa pang
Magbabalik ako, lilimutin ka't
Hindi mabibigo

Ang tanging kong hangad sa'yo
Maging tapat ka sa damdamin mo sa kung
Sino mang magmamahal sa iyo
Dapat lamang, limutin na kita
Kung nag-isip ka lang
Hindi na masasaktan ang isat-isa

Malaya ka na, magagawa mo na
Ang lahat ng gusto mo
Kahit masaktan man ako
Malaya ka na, wag ka nang umasa pa
Magbabalik ako, lilimutin ka't
Hindi mabibigo

Oh oh oh
Kung ika'y nagbago na't, nag-iisa
Sana ang puso ko'y
Malaya pa, at kung 'di na
At mayroon ng may-ari na ng puso ko
Di mo masisisi ako, Ohhhh oh oh

Malaya ka na, magagawa mo na
Ang lahat ng gusto mo
Kahit masaktan man ako
Malaya ka na, wag ka nang umasa pa
Magbabalik ako, lilimutin ka't
Hindi mabibigo

Ang lahat ng gusto mo
Kahit masaktan man ako
Malaya ka na, wag ka nang umasa pa
Magbabalik ako, lilimutin ka't
Hindi mabibigo... Oohhh
Mmmh mmmhh

Malaya ka na
"
"""May Bukas Pa""",Lani Misalucha,No Album,"

Huwag damdamin ang kasawian
May bukas pa sa iyong buhay
Sisikat din ang iyong araw
Ang landas mo ay mag-iilaw

Sa daigdig ang buhay ay ganyan
Mayroong ligaya at lumbay
Maghintay at may nakalaang bukas

May bukas pa sa iyong buhay
Tutulungan ka ng Diyos na may lalang
Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan

Sa daigdig ang buhay ay ganyan
Mayroong ligaya at lumbay
Maghintay at may nakalaang bukas

May bukas pa sa iyong buhay
Tutulungan ka ng Diyos na may lalang
Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan

Ang iyong pagdaramdam
Idalangin mo sa Maykapal
Na sa puso mo ay mawala nang lubusan
"
"""Meteorite""",Lani Misalucha,No Album,"

Just a rocket in flight
Speeding at a million miles
I'm standing here breathless
'Cause you've taken all the air tonight
I dust myself off the floor
And tried to get a grip on life
You hit me like a freight train
In the storm

I'm tryin' to resist but you're way too strong
You're pullin' me in like a sad love song
Zero gravity and you're only gettin' closer

There's nowhere to run
You're gonna crash right into me
I've tried to fight it
But you hit me like a meteorite
There's nowhere to go
I know that I'm about to fall
Ain't nowhere that I can hide
You hit me like a meteorite

([?]
You hit me like a meteorite)

Like the hummingbird's heart
I'm racing just to survive
I'm standing here headless
Needing you just to fly
Burning here in the fire
You pulled me into the flame
Like the moth to the light
I wanna be closer

I'm tryin' to resist but you're way too strong
You're pullin' me in like a sad love song
Zero gravity and you're only gettin' closer

There's nowhere to run
You're gonna crash right into me
I've tried to fight it
But you hit me like a meteorite
There's nowhere to go
I know that I'm about to fall
Ain't nowhere that I can hide
You hit me like a meteorite

We'll blaze, we'll rise
We'll soar on high
We'll hold on tight
As we collide

There's nowhere to run
You're gonna crash right into me
I've tried to fight it
But you hit me like a meteorite
There's nowhere to go
I know that I'm about to fall
Ain't nowhere that I can hide
You hit me like a meteorite

You hit me like a meteorite

Meteorite, meteorite
Meteorite, meteorite
Meteorite, meteorite
You hit me like a meteorite
Meteorite, meteorite
Meteorite, meteorite
Meteorite, meteorite
You hit me like a meteorite
"
"""Saan Darating Ang Umaga""",Lani Misalucha,No Album,"

Bakit pa pinagtagpo?
Pala'y maglalayo
Tayo sa ating buhay
Ang araw na kay ganda
Ba't ng lumisan ka
Ay nagdilim ang buhay

Ang umaga'y nagtampo
Ano't kasama mo
Luha ang tanging iwan
Kung sya may magbabalik
Ako'y nananabik
Kung kailan at saan

Darating ba syang kasama ka?
Masasalubong man lang ba kita?
Subalit ako'y nagaalala
Kung ako ay mahal mo pa

Kahit pa anong hadlang
Mananatili kang mahal sa aking tunay
May umaga man pala
Kung d ka nya dala
Ito'y walang buhay

Darating ba syang kasama ka?
Masasalubong man lang ba kita?
Subalit ako'y nagaalala
Kung ako ay mahal mo pa

Kahit pa anong hadlang
Mananatili kang mahal sa aking tunay
May umaga man pala
Kung d ka nya dala
Ito'y walang buhay
Ito'y walang buhay
"
"""Starting Over Again""",Lani Misalucha,No Album,"

And when I hold you in my arms I promise you
You're gonna feel a love that's beautiful and new
This time I'll love you even better
Than I ever did before
And you'll be in my heart forever more
We we're just too young to know

We fell in love and let it go
So easy to say the words goodbye
So hard to let the feelings die
I know how much I need you now
The time is turning back somehow
As soon as our hearts and souls unite
I know for sure we'll get the feeling right

And now we're starting over again
It's not the easiest thing to do
I'm feeling inside again
Cause everytime I look at you
I know we're starting over again
This time we'll love all the pain away
Welcome home my lover and friend
We are starting over, over again

If we never lived alone
And then we might have never known
All of the time we spent apart
All we did was break each other's hearts

And when I hold you in my arms I promise you
You're gonna feel the love that's beautiful as you
This time I'll love you even better than I ever did before
And you'll be in my heart forever more

And now we're starting over again
It's not the easiest thing to do
I'm feeling inside again
Cause everytime I look at you
I know we're starting over again
This time we'll love all the pain away
Welcome home my lover and friend
We are starting over, over again
Welcome home my lover and friend
We are starting over, over again
We are starting over, over again
"
"""Tila""",Lani Misalucha,No Album,"

Tila inulan ang puso ko
Nang naglamig ang 'yong pagsuyo
O bakit nagbago ang iyong pagtingin
Parang malamig na panahon

At nang ikaw ay kinausap ko
Habang ang ulan ay bumubuhos
Nakita ko sayong mga mata
Na gaganda ang panahon.

Tila hihina rin ang ulan
Tila lilipas din ang bagyo
Kahit madilim ang kalawakan may nagtatagon sinag sa ulap

Tila inulan ang puso ko
Nang parang naglaho ang pagibig mo
O bakit ka kaya nagbago
Sinlamig ng panahon

Tila hihina rin ang ulan
Tila lilipas din ang bagyo
Liliwanag din ang kalangitan
At ang araw ay sisikat nang muli

Ang karimlan ay haharapin
Matatanaw ko rin
Bughaw na langit
Umaasang pagibig mo ay magbabalik

Pawiin mo ang lungkot sa puso ko
Kahit madilim ang kalawakan
May nagtatagong sinag sa ulap
Tila hihina rin ang ulan
Tila lilipas din ang bagyo
Liliwanag din ang kalangitan
At ang araw ay sisikat nang muli
"
"""Timeless""",Lani Misalucha,No Album,"

Paint me a picture eternally mine
Like Mona Lisa to last for all time
Play me a classic from yesterday
Carefully patient your work of art
Masterpiece building right from the start
Write me a love song straight from your heart

As we get older and time passes over
The memories will come back again
Like the golden years

Just like a melody playing in my mind
Just like a song sung forever in time
So timeless, my love is timeless
And we remember the days gone past
Just like a poem that's written to last
You're timeless, what we have is endless
We're forever timeless

Let's write our future and learn from the past
The beauty surrounds us, we'll never look back
No matter what we go through, we'll stand the test of time

As we get older and time passes over
The memories will come back again
Like the golden years
Just like a melody playing in my mind
Just like a song sung forever in time
So timeless, what we have is endless
We're forever

Now look deep down inside of you
You're the greatest of them all
Destiny I confide in you
We'll rise and stand tall, forevermore

Just like a melody playing in my mind
Just like a song sung forever in time
So timeless, my love is timeless
And we remember the days gone past
Just like a poem that's written to last
You're timeless, what we have is endless
We're forever, timeless

You know our love is endless
We're forever, timeless
"
"""Tubig At Langis""",Lani Misalucha,No Album,"

Tubig at langis
Ang katayuan nati'y yan ang kawangis
Pilitin mang magsama'y may mahahapis
Ganyan-ganyan tayong dalawa
Ang panuntana'y magkaiba

Langis at tubig
'Di mapagsama ng tunay mang pag-ibig
Hinanakit ang siyang laging mananaig
Mahal na mahal man kita
May mahal ka namang iba

Tubig at langis
Idarang man sa init 'di rin tatamis
Dahil ang halo'y luha't paghihinagpis
Ang kirot ay 'di maalis
Kung labis...

Bakit nanaig
Ang dusa sa ligaya sa ating daigdig
May dasal ba akong hindi niya narinig
Papel natin sa pag-ibig
Ako'y langis ika'y tubig

Tubig at langis
Idarang man sa init 'di rin tatamis
Dahil ang halo'y luha't paghihinagpis
Ang kirot ya 'di maalis
Kung labis...

Bakit nanaig
Ang dusa sa ligaya sa ating daigdig
May dasal ba akong hindi niya narinig
Papel natin sa pag-ibig
Ako'y langis ika'y tubig...

Ako'y langis ika'y tubig...
"
"""Tunay Na Mahal""",Lani Misalucha,No Album,"

Di ba't ang pangako mo sa'kin
Ako lamang ang iibigin
Ngunit bakit ngayo'y hindi mo man lang mapansin
Twina sa 'king alaala
Ay palagi kitang kasama
Ngunit bakit ngayon ay may mahal ka ng iba

Nasan na ang pangako mo
Noong sinusuyo ako
Anong tamis, Anong lambing
Binibigkas ng labi mo
Ngunit kahit nagbago pa
Sa akin ang damdamin mo
Mananatili kang mahal sa puso ko

Halos di ko na makaya
Ang isipin kong wala na
Ang pagmamahal mo nga ba ay naglaho na
Patuloy na ako'y aasa
Kahit na sa alaala
Ang pag-ibig ko sayo'y hindi mag-iiba

Nasan na ang pangako mo
Noong sinusuyo ako
Anong tamis, Anong lambing
Binibigkas ng labi mo
Ngunit kahit nagbago pa
Sa akin ang damdamin mo
Mananatili kang mahal sa puso ko

Pagka't ikaw ang tunay na mahal
Kaya't hindi magbabago kailanpaman
Kahit na nga ako ay nasaktan

Nasan na ang pangako mo
Noong sinusuyo ako
Anong tamis, Anong lambing
Binibigkas ng labi mo
Ngunit kahit nagbago pa
Sa akin ang damdamin mo
Mananatili kang mahal sa puso ko

Ngunit kahit nagbago pa
Sa akin ang damdamin mo
Mananatili kang mahal sa puso ko

Ikaw ang mahal sa puso ko
"
"""Unbreakable""",Lani Misalucha,No Album,"

Cold nights, his hands are numb, my heart is frozen
Dark skies they hide behind my tears
Every day's an uphill battle, broken and confused
It's like I've lost and won
And I get so numb
But I'll just stand up and I'll say

I wanna be stronger
Let out my roar and tell the world that I'm wiser
Let go of my fears and hear me scream like ohh
I'd walk through the fire (fire)
You know I'm unbreakable

I'm gonna get stronger
(No you're never gonna stop me)
I'm gonna be stronger
(No you're never gonna stop me)
Unbreakable

I'm lying motionless in sorrow
And I keep running from the pain (running)
Even though my world's colliding
I'll crash and face my fears
Can anybody, anybody hear me?

I wanna be stronger
Let out my roar, and tell the world that I'm wiser
Let go of my fears and hear me scream like ohh
I'd walk through the fire (fire)
You know I'm unbreakable

Through the darkness comes the rain
In the shadows and I'm burning light
I'll never give up this fight

I wanna be stronger
Let out my roar and tell the world that I'm wiser
I wanna be stronger
Let out my roar and tell the world that I'm wiser
Let go of my fears and hear me scream like ohh
I'd walk through the fire, fire
You know I'm unbreakable

I'm gonna get stronger
(No you're never gonna stop me)
I'm gonna be stronger
(No you're never gonna stop me)

I'm gonna get stronger
(No you're never gonna stop me)
I'm gonna be stronger
(No you're never gonna stop me)
You know I'm unbreakable
"
"""When You Believe""",Lani Misalucha,No Album,"

Many nights we prayed
With no proof anyone could hear
In our hearts a hope for a song
We barely understood
Now we are not afraid
Although we know there's much to fear
We were moving mountains
Long before we knew we could

There can be miracles
When you believe
Though hope is frail
It's hard to kill
Who knows what miracles
You can achieve
When you believe
Somehow you will
You will when you believe

In this time of fear
When prayer so often proves in vain
Hope seems like the summer bird
Too swiftly flown away
Yet now I'm standing here
My heart's so full, I can't explain
Seeking faith and speaking words
I never thought I'd say

There can be miracles
When you believe
Though hope is frail
It's hard to kill
Who knows what miracles
You can achieve
When you believe
Somehow you will
You will when you believe

They don't always happen when you ask
And it's easy to give in to your fears
But when you're blinded by your pain
Can't see the way, get through the rain
A small, but still, resilient voice
Says hope is very near

There can be miracles
When you believe
Though hope is frail
It's hard to kill
Who knows what miracles
You can achieve
When you believe
Somehow you will
Somehow you will
You will when you believe
You will when you
You will when you believe
"
"""You Don't Have To Say You Love Me""",Lani Misalucha,No Album,"

When I said I needed you
You said you would always stay
It wasn't me who changed but you
And now you've gone away
Don't you see that now you've gone
And I'm left here on my own
That I have to follow you
And beg you to come home?

You don't have to say you love me
Just be close at hand
You don't have to stay forever
I will understand
Believe me, believe me
I can't help but love you
But believe me
I'll never tie you down

Left alone with just a memory
Life seems dead and so unreal
All that's left is loneliness
There's nothing left to feel

You don't have to say you love me
Just be close at hand
You don't have to stay forever
I will understand
Believe me, believe me
You don't have to say you love me
Just be close at hand
You don't have to stay forever
I will understand

Believe me, believe me, believe me
"
"""Alphabet Song""",Lea Salonga,"""Small Voice""","

'a' - you're adorable
'b' - you're so beautiful
'c' - you're so cute and full of charm
'd' - you're a darling
'e' - you're exciting
'f' - you're a feather in my arms
'g' - you're so good to me
'h' - you're so heavenly
'i' - you're the 'i' that idolize
'j' - we're like jack and jill
'k' - you're so kissable
'l' - you're the lovelife in my eye
'm','n','o','p' I could go on all day
'q','r','s','t' alphabetically speaking, you're okay
'u' - make my life complete
'v' - makes you very sweet
'w','x','y','z'

It's fun to wander through the alphabet with you
To tell you what it means to me

[repeat all]
"
"""Can't Smile Without You""",Lea Salonga,"""Small Voice""","

[Chorus:]
You know I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm finding it hard to do anything

You see I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm going through
I just can't smile without you

You came along just like a song
And brightened my day
Who would believe that you're part of a dream
Now it all seems light years away

You know I can't smile without you
I can't smile without you
I can't laugh and I can't sing

I'm finding it hard to do anything

You see I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm going through
I just can't smile

Some people say happiness takes
So very long to find
But I'm finding it hard
Leaving your love behind me, so you see

I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm finding it hard to do anything

You see I feel glad when you're glad
I feel sad when you're sad
If you only knew what I'm going through
I just can't smile without you
"
"""Give A Little Bit Of Smile""",Lea Salonga,"""Small Voice""","

Friends of the universe
I welcome you all
To the world of sunshine and laughter
There's so much to see if only you could see
That life is so merry, so jolly and free
Come listen to me and hear what I say
Just a little favor from society
'cause it only needs a muscle to be happy
So come and show it and give all the love

[Refrain:]
Give a little bit of smile
And the world would smile too
Yes, a little bit of smile
And the sun will shine through
Give a little bit of smile
Spread the cheers now
Spread them smile after smile

Life will be easy, I promise you'll see
Open up your eyes to things of beauty
And remember the world will find it's glory
If you and me will only agree

Give a little bit of smile
And the world would smile too
Yes, a little bit of smile
And the sun will shine through
Give a little bit of smile
Spread the cheers now
Spread them wide like the bird

That keeps on flying in the sky
Like the child who listens to a lullaby
There's a smile that we can share together
Give that smile and love one another

Give a little bit of smile
And the world would smile too
Yes, a little bit of smile
And the sun will shine through
Give a little bit of smile
Spread the cheers now
Spread them smile after smile
A little bit of smile
"
"""Happiness""",Lea Salonga,"""Small Voice""","

[Lea:]
You know some kids ask us what happiness really is.
Well, to me happiness is a hamburger, going to the movies, new clothes.
Well, what's your happiness, gerard? 

[Gerard:]
My happiness is a hotdog sandwich, new rubber shoes, new t-shirts,
New jeans and also my favorite part of happiness is love.

[Lea:]
Happiness is two kinds of ice cream
Finding your skate key, telling the time
Happiness is learning to whistle
Tying your shoe for the very first time
Happiness is playing the drum in your own school band
And happiness is walking hand in hand

[Gerard:]
Happiness is five different crayons
Knowing a secret, climbing a tree
Happiness is finding a nickel
Catching a firefly, setting him free
Happiness is being alone every now and then
And happiness is coming home again

[Lea:]
Happiness is morning and evening

[Gerard:]
Daytime and nighttime, too

[Both:]
For happiness is anyone and anything at all
That's loved by you

[Gerard:]
Happiness is having a sister

[Lea:]
Sharing a sandwich

[Both:]
Getting along
Happiness is singing together when day is through
And happiness is those who sing with you

Happiness is morning and evening
Daytime and nighttime, too
For happiness is anyone and anything at all
That's loved by you
"
"""I Am But A Small Voice""",Lea Salonga,"""Small Voice""","

Ako'y munting tinig
May munting pangarap
Samyo ng bulaklak
Sa hanging malinis

May ngiti sa araw
At kung umuulan
Makapagtampisaw
Malayang daigdig
Ng kawalang malay

I am but a small voice
I am but a small dream
The fragrance of a flow'r
In the unpolluted air

I am but a small voice
I am but a small dream
To smile upon the sun
Be free to dance and sing
Be free to sing my song to ev'ryone

[Chorus:]
Come young citizens of the world
We are one, we are one
Come young citizens of the world
We are one, we are one

We have one hope
We have one dream

And with one voice
We sing...

[Coda:]
Peace, prosperity
And love for all mankind

Peace, prosperity
And love for all mankind

I am but a small voice
I am but a small dream
To smile upon the sun
Be free to dance and sing
Be free to sing my song to ev'ryone

Come young citizens of the world
We are one, we are one
Come young citizens of the world
We are one, we are one

We have one hope
We have one dream
And with one voice
We sing, we sing

Peace, prosperity
And love for all mankind

Peace, prosperity
And love for all mankind
"
"""Kinabukasan""",Lea Salonga,"""Small Voice""","

Ang buhay sa mundo'y hindi malaman
May luha, may galak at lumbay
Di mo alam ang kapalaran
May ligaya kayang makakamtan, oh

Ang palad ng aking kinabukasan
O, langit ang bahala'y ikaw
Tanging pag-asa ng aking buhay

Ang maykapal patnubay kong tunay

Di mo alam ang kapalaran
May ligaya kayang makakamtan, oh
Ang palad ng aking kinabukasan
O, langit ang bahala'y ikaw
Tanging pag-asa ng aking buhay
Ang maykapal patnubay kong tunay
"
