Song,Artist,Album,Lyrics
"""Sa Iyo""",Ogie Alcasid,"""Ogie Alcasid""","

O ano
Anong patutunguhan ng buhay ko
Lagi na lang iniisip
Kung ano ang hinahanap ko
Ngunit nang Ikaw ay makilala
Buhay ko'y nagkaroon ng pag-asa
Doon lang, Panginoon, naranasan ang pag-ibig Mo

Sa 'Yo, sa 'Yo lang nanggagaling ito
At lahat binabalik ko
Sa 'Yo, ako ang mang-aawit Mo
Inialay sa mundo ang 'Yong buhay
Para sa katulad ko
Buhay ko'y natagpuan ko
Sa 'Yo, ano pang hahanapin ko

Dapat malaman ng lahat si Kristo
Na Siya ay namatay para sa akin at sa iyo
At dapat din natin na malaman
Bawat sala'y Kanyang pinagbayaran
Noon lang, Panginoon, naranasan ang pag-ibig Mo

Sa 'Yo, sa 'Yo lang nanggagaling ito
At lahat binabalik ko
Sa 'Yo, ako ang mang-aawit Mo
Inialay sa mundo ang 'Yong buhay
Para sa katulad ko
Buhay ko'y natagpuan ko
Sa 'Yo, ano pang hahanapin ko

Sa 'Yo, sa 'Yo lang nanggagaling ito
At lahat binabalik ko
Sa 'Yo, ako ang mang-aawit Mo
Inialay sa mundo ang 'Yong buhay
Para sa katulad ko
Buhay ko'y natagpuan ko
Sa 'Yo, ano pang hahanapin ko

(Sa 'Yo, sa 'Yo)
(Sa 'Yo, sa 'Yo)
(Sa 'Yo, sa 'Yo)
(Sa 'Yo, sa 'Yo)
"
"""I Really Need You Baby""",Ogie Alcasid,"""Ogie Alcasid""","

Feeling new, thinking of you
Thinkin' about the time before
Never knew that we were through
To you walked out that door

Though I know it was wrong
For you to go
We could find a way
That's why you gotta stay

I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright

Now you're gone, I just can't go on
It's hard to live without you girl
But you die too, should I kneel before you
Oh girl, I'd give you the world

Though I know it was wrong
For you to go
We could find a way
That's why you gotta stay

I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright

Though I know it was wrong
For you to go
We could find a way
That's why you gotta stay

Though I know it was wrong
For you to go
We could find a way
That's why you gotta stay yeah

I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
I really need you baby
I need you baby tonight
Just be beside me baby
Then everything will be alright
"
"""Umiibig Sa'yo""",Ogie Alcasid,"""Ogie Alcasid""","

(Umiibig, ibig ako)
(Umiibig, ibig ako sa 'yo)
(Umiibig, ibig ako)
(Umiibig, ibig ako sa 'yo, sa 'yo)

Nang ikaw ay makilala
Biglang umikot ang puso ko
'Di akalain na ikaw sinta
Ang babaeng hinahanap ko

Ngunit paghamak ng iba'y
Nagsilbing hadlang sa akin
(Yeah yeah, yeah yeah)
At kahit na sila ay ganito
Sa 'yo'y hindi magbabago

Umiibig ako sa 'yo
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
'Yan ang sinisigaw ng puso ko
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
Umiibig ako sa 'yo
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
'Yan ang sinisigaw ng puso ko
(Umiibig, ibig ako sa 'yo)

Alam mo bang ikaw lang sinta
Ang nagbibigay-ligaya sa akin
Tila humihinto ang puso ko
Kapag ikaw ay laging kapiling

Ngunit paghamak nila'y
Nagsilbing hadlang sa akin
(Yeah yeah, yeah yeah)
At kahit na sila ay ganito
Sa 'yo'y hindi magbabago

Umiibig ako sa 'yo
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
'Yan ang sinisigaw ng puso ko
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
Umiibig ako sa 'yo
(Umiibig, ibig ako sa 'yo, sa 'yo, sa 'yo)
'Yan ang sinisigaw ng puso ko
(Umiibig, ibig ako sa 'yo)

Ngunit paghamak ng iba'y
Nagsilbing hadlang sa akin
(Yeah yeah, yeah yeah yeah yeah)
At kahit na sila ay ganito
Sa 'yo'y hindi magbabago

(Umiibig ako sa 'yo)
Umiibig ako sa 'yo
'Yan ang sinisigaw ng puso ko
Umiibig ako sa 'yo (Umiibig, ibig ako)
(Umiibig, ibig ako sa 'yo)
'Yan ang sinisigaw ng puso ko (Umiibig, ibig ako)
(Umiibig, ibig ako sa 'yo)
Umiibig ako sa 'yo (Umiibig, ibig ako)
'Yan ang sinisigaw ng puso ko (Umiibig, ibig ako)
(Umiibig, ibig ako sa 'yo)
"
"""Please Don't Go Away""",Ogie Alcasid,"""Ogie Alcasid""","

It's hard for me to realize it's over
And it hurts me, girl
To know what we're through
To think that you were all I had
Each time would you made my heart so glad
Tell me what went wrong
'Cause I need you so
Now that you're gone
Hmmm

My love
Please don't go away
Don't ever make me say goodbye
And just let all the feelings die
Oh, my love
Please don't go away
I need you here to stay by my side
Oh, my love
Please don't go away

So now there's nothing left for me to tell you
Since your heart has found another place to stay
How you were such a dream come true
And happiness meant loving you
My love what went wrong
There's just no way for me to go on
Ohh

My love
Please don't go away
Don't ever make me say goodbye
And just let all the feelings die
Oh, my love
Please don't go away
I need you here to stay by my side
Oh, my love
Please don't go away, yeah, hey

Oh, how I hoped that we would last forever
That you and I would build our dreams together
Woah, oh

My love
Please don't go away
Don't ever make me say goodbye
And just let all the feelings die
Oh, my love
Please don't go away
I need you here to stay by my side
Oh, my love
Please don't go away
Please don't go away
Don't ever make me say goodbye
And just let all the feelings die
Oh, my love
Please don't go away
I need you here to stay by my side
Oh, my love
Please don't go away
Hmmm
Please don't go away

Ohh, ohh
Please don't go away
"
"""Paano Ba Ang Mag-Isa""",Ogie Alcasid,"""A Step Ahead""","

Kung ika'y kapiling malilimutan ko
Ang ingay at gulo nitong mundo
Maging ang alinlangan mapapawing tunay
Basta't ikaw sinta'y nariyan

Paano ba ang mag-isa nalimutan ko na
Mula noong ibign ka
Paano ba ang mag-isa kung mawawala kana
Paano ba ang mabuhay

Kung aking hawak-kawak ang iyong mga kamay
Tumitigil ang daigdig sa paggalaw
Oh ang aking puso'y laging nasasabik
Sa mga yakap mo at halik

Paano ba ang mag-isa nalimutan ko na
Mula noong ibign ka
Paano ba ang mag-isa kung mawawala kana
Paano ba ang mabuhay

Oh ang aking puso'y lagung nasasabik
Sa mga yakap mo at halik

Paano ba ang mag-isa nalimutan ko na
Mula noong ibign ka
Paano ba ang mag-isa kung mawawala kana
Paano ba ang mabuhay

Paano ba ang mag-isa nalimutan ko na
Mula noong ibign ka
Paano ba ang mag-isa kung mawawala kana
Paano ba ang mabuhay
Paano ba...
"
"""Sumayaw Sumunod""",Ogie Alcasid,"""A Step Ahead""","

Ang kasiyahan ng tunay na pagmamahalan
Ay mararamdaman lalo na't kung nagsasayawan
Awiting bago, ay naghihintay para isayaw mo

Sumayaw, sumunod ka sa indak ng panahon
Kasabay ng mga bgong tugtugin ngayon
Sumayaw, sumunod ka sa indak ng panahon
Makisama, mag-enjoy ka, ngayon

Panahon natin ay nag-iiba, kaya't sundin
Masasayang awitin nararapat nang tangkilikin
Awiting bago ay naghihintay para isayaw mo

Sumayaw, sumunod ka sa indak ng panahon
Kasabay ng mga bgong tugtugin ngayon
Sumayaw, sumunod ka sa indak ng panahon
Makisama, mag-enjoy ka, ngayon

Panahon natin ay nag-iiba, kaya't sundin
Masasayang awitin nararapat nang tangkilikin
Awiting bago ay naghihintay para isayaw mo

Sumayaw, sumunod ka sa indak ng panahon
Kasabay ng mga bgong tugtugin ngayon
Sumayaw, sumunod ka sa indak ng panahon
Makisama, mag-enjoy ka, ngayon

Sumayaw, sumunod ka sa indak ng panahon
Kasabay ng mga bagong tugtugin ngayon
[Repeat till fade]
"
"""Pangako (Solo Version)""",Ogie Alcasid,"""A Step Ahead""","

Bakit ba may lungkot sa 'yong mga mata?
Ako kaya'y 'di nais makapiling, sinta
'Di mo ba pansin, ako sa 'yo'y may pagtingin
Sana ang tinig ko'y iyong dinggin

Ikaw kaya'y hindi mapalagay
At ang puso mo'y nalulumbay
Hayaan mo, pakaka-ingatan ko ito
At para sa 'yo'y mayro'ng pangako

Pangako, hindi kita iiwan
Pangako, 'di ko pababayaan
Pangako, hindi ka na mag-iisa
Pangakong magmula ngayo'y tayong dalawa
Ang magkasama

La-la-la-la-la la-la-la

Ano itong nadarama ko
Ako kaya'y nahuhulog, umiibig na sa 'yo
Sa tuwing kasama ka'y anong ligaya
Sana sa akin ay magtiwala

'Pagkat tunay ang nadarama ko
Pag-ibig na hindi maglalaho
Ang aking puso ay iyong-iyo
At para sa 'yo'y mayro'ng pangako

Pangako, hindi kita iiwan
Pangako, 'di ko pababayaan
Pangako, hindi ka na mag-iisa
Pangakong magmula ngayo'y tayong dalawa

Tayong dalawa

Pangako, hindi kita iiwan
Pangako, 'di ko pababayaan
Pangako, hindi ka na mag-iisa
Pangakong magmula ngayo'y tayong dalawa
Ang magkasama
Pangako
"
"""Mahal Kita Walang Iba""",Ogie Alcasid,"""A Step Ahead""","

Eto na naman ang puso ko
Tumitibok-tibok at mayroong binubulong
Tila mayrong nadarama
Umiibig na yata sa'yo, sinta

Kaya't sana'y pakinggan mo
Ako ay di nagbibiro
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo
Mahal ko

At kung mayron kang nadarama
Sana'y wag nang itago, sinta
Pag-ibig na wagas ang alay sa iyo
Pangako ko sa iyo'y di maglalaho

Kaya't sana'y pakinggan mo
Ako ay di nagbibiro
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo
Mahal ko

Kaya't sana'y pakinggan mo
Ako ay di nagbibiro
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo
Mahal ko
Mahal ko
"
"""Maghihintay Ako""",Ogie Alcasid,"""A Step Ahead""","

Lalayo ka na, magkikita pa ba?
Ngunit tila may lungkot sa 'yong mga mata
Huwag mag-alala, walang maiiba
Sa pagmamahalan nating dalawa

Maghihintay ako, maghihintay sa 'yo
Lumipas man ang panahon, kaya ko ito
At kung sakali man ako'y iyong lisan
Magdaramdam ako
Ngunit aasa pa ang puso kong ito

'Di mo maiaalis lungkot na nadarama
Ngunit tiwala ko sa 'yo ang siyang nagdadala
Huwag mag-alala, walang maiiba
Sa pagmamahalan nating dalawa

Maghihintay ako, maghihintay sa 'yo
Lumipas man ang panahon, kaya ko ito
At kung sakali man ako'y iyong lisan
Magdaramdam ako
Ngunit aasa pa ang puso kong ito

Maghihintay ako, maghihintay sa 'yo
Lumipas man ang panahon, kaya ko ito
At kung sakali man ako'y iyong lisan
Magdaramdam ako
Ngunit aasa pa ang puso kong
Maghihintay ako, maghihintay sa 'yo
Lumipas man ang panahon, kaya ko ito
At kung sakali man ako'y iyong lisan
Magdaramdam ako
Ngunit aasa pa ang puso kong ito

Maghihintay ako
At kung sakali man, ako'y iyong lisan
"
"""Ako'y Nanghihinayang""",Ogie Alcasid,"""A Step Ahead""","

Ako'y nanghihinayang, pag-ibig ko'y nasayang
'Wag na 'wag mo sanang ako'y paglaruan
Itong aking damdamin, tunay ang hangarin
Pag-ibig ko sa 'yo'y alalahanin

Ngayon, ikaw ay nasa aking piling
'Wag na 'wag kong malalaman na ako ay niloloko mo

Ako'y nanghihinayang, pag-ibig ko'y nasayang
'Wag na 'wag mo sanang ako'y paglaruan
Itong aking damdamin, tunay ang hangarin
Pag-ibig ko sa 'yo'y alalahanin

Whoa-whoa-whoa-whoa-whoa-whoa, whoa

'Wag na 'wag, 'wag na 'wag, 'wag kong malalaman
Na ako ay niloloko mo
Kahit 'pag malaman ko, ewan ko na lamang
Kung ano ang aking gagawin

Ako'y nanghihinayang, pag-ibig ko'y nasayang
'Wag na 'wag mo sanang ako'y paglaruan
Itong aking damdamin, tunay ang hangarin
Pag-ibig ko sa 'yo'y alalahanin
Ako'y nanghihinayang, pag-ibig ko'y nasayang
'Wag na 'wag mo sanang ako'y paglaruan
Itong aking damdamin, tunay ang hangarin
Pag-ibig ko sa 'yo'y alalahanin

Ako'y nanghihinayang (Oh), pag-ibig ko'y nasayang (Ako'y nanghihinayang)
'Wag na 'wag mo sanang ako'y paglaruan
Itong aking damdamin (Oh), tunay ang hangarin (Nanghihinayang)
"
