Song,Artist,Album,Lyrics
"""Hours And Days""",Rico Blanco,"""Galactik Fiestamatik""","

Sometimes I try to
Break through the hours of my days
Pretending that I
Don't need you and that I'm okay
But you're gone

And I'm still singing our songs
You are gone
And I can't seem to move on

I recollect the
Memories of how we'd always fight
It's sad how it don't
Matter now who was wrong or right
Cause you're gone

And I'm still singing our songs
You are gone
And I can't seem to move on
...
"
"""Chismis""",Rico Blanco,"""Galactik Fiestamatik""","

Chismis
Sa FX o sa FB
Chismis
Pampasulit ng unli
Chismis
Sa Iskwela, sa daanan
Chismis
Sa trabaho sa simbahan

Pakealaman natin ang buhay ng iba
Boring naman kasi at wala kong magawa
Pakealaman natin ang buhay ng iba
Ang buhay ko kasi ay di naman 'sing halaga

Chismis
Talent ng Pilipino
Chismis
Tungo sa pag-asenso
Chismis
Ako mag-isang marijuana
Chismis
Sumampalataya

Pakealaman natin ang buhay ng iba
Boring naman kasi at wala kong magawa
Pakealaman natin ang buhay ng iba
Ang buhay ko kasi ay di naman 'sing halaga

Mindanao, Visayas, Luzon
Nakatunganga sa telebisyon
Mindanao, Visayas, Luzon
Nakatunganga sa telebisyon
Cha-Cha

(Chismis) Mindanao, Visayas, Luzon
(Chismis) Nakatunganga sa telebisyon
(Chismis) Mindanao, Visayas, Luzon
(Chismis) Nakatunganga sa telebisyon
"
"""What It Is?""",Rico Blanco,"""Galactik Fiestamatik""","

The tears were spilt
The lies were filled with memories
The sleepless chills
The man of pure jealousies
The eyes and games
The months and years
The need for space
The grow and fears

I don't know if I don't know anything
All you want is nothing and everything
I don't mind if we keep on talking
It is what it is
So keep walking

Ballet on
The finest eyes
The kings and boss
The minimized
The photographs
The plans and dreams
When one looks backs
It's never what it seems

I don't know if I don't know anything
All you want is nothing and everything
I don't mind if we keep on talking
It is what it is
So keep walking

I don't know if I don't know anything
All you want is nothing and everything
I don't mind if we keep on talking
It is what it is
So keep walking

Easier said than done
Easier said than done
Easier said than done
Easier said than done
"
"""Ngayon""",Rico Blanco,"""Galactik Fiestamatik""","

Lasapin mo ang halik ng hangin
Ang mga himig sariling atin
Tanggapin mo ang yakap ng araw
Hubarin ang hiya at sumayaw ng buong gabi

Ang nakaraan pasalamatan pero ngayon na ang panahon
Ang hinaharap puno ng pangarap pero ngayon na ang panahon

Dakmain mo ang bawat sandali
Umaagos at di maibabalik
Ang kahapon ay alaala
Bukas naman ay wala pa
Buhay natin ay nagaganap ngayon

Ang nakaraan pasalamatan pero ngayon na ang panahon
Ang hinaharap puno ng pangarap pero ngayon na ang panahon

Ang nakaraan pasalamatan pero ngayon na ang panahon
Ang hinaharap puno ng pangarap pero ngayon na ang panahon

Ang panahon... ngayon ang panahon...
"
"""Parang Wala Na""",Rico Blanco,"""Dating Gawi""","

Hindi mo na ako pinapansin
Sa tuwing ako'y dumarating
Hindi mo na ako hinihintay
At kumakain ka ng walang kasabay

Parang wala ng pag-ibig
Parang wala ng pagmamahal
Parang wala ng pag-ibig
At parang wala ng pagmamahal

Hindi mo na ako niyayaya
Manonood ka ng sine na mag isa
Hindi mo na ako hinahanap
Magkaiba na rin ng pangarap

Parang wala ng pag-ibig
Parang wala ng pagmamahal
Parang wala ng pag-ibig
At parang wala ng pagmamahal
"
"""Sorry Naman""",Rico Blanco,"""Dating Gawi""","

Sorry naman
Hindi naman ito sinasadya
Sorry naman
Nahulog nalamang akong bigla

Pinilit kong lumaban
Pinilit lumayo
Pinilit wag titigan
Mga larawan mo

Bigla nalang umikot ang aking mundo
Bigla nalang ang puso ko'y naging iyo
Sorry
Sorry naman
Sorry
Sorry naman

Sorry naman
Alam ko na tayo'y nagkasundo
Kaibigan
Ang dapat na ituring ko sayo

Pinilit kong lumaban
Pinilit lumayo
Pinilit di tawagan
Ang bagong number mo

Bigla nalang umikot ang aking mundo
Bigla nalang ang puso ko'y naging iyo
Sorry
Sorry naman
Sorry
Sorry naman

Pinilit kong lumaban
Pinilit lumayo
Pinilit wag titigan
IG at FB mo

Bigla nalang umikot ang aking mundo
Bigla nalang ang puso ko'y naging iyo
Sorry
Sorry naman
Sorry
Sorry naman
"
"""Walang Basagan""",Rico Blanco,"""Dating Gawi""","

Sabi nila hindi ka raw magiging akin
Sabi nila hinahabol ko raw ang hangin
Suntok sa buwan
Oa ka lang

Huwag kang makialam sa buhay ng may buhay
Nangangarap lamang hindi kita ginugulo
Walang basagan, walang basagan, walang basagan

Sabi nila hindi tayo nakakatulong
Namamangka sa lahat ng makitang ilog
Oa naman
Relax ka lang

Wag kang makialam sa buhay ng may buhay
Kakatuwaan lang, biglang kayo
Walang basagan, walang basagan, walang basagan

Alright

Walang basagan, walang basagan, walang basagan
Walang basagan, walang basagan, walang basagan
"
"""Videoke Queen""",Rico Blanco,"""Dating Gawi""","

Kapag ika'y kumakanta
Buong mundo'y nagwawala
Ngunit nandito lang ako sa isang tabi

Nakatanga, namamangha
Sa titig ng iyong mga matang kumikislap kislap
Ikaw ay bituin

Videoke Queen
Ako ba'y maaari mong mapansin
Videoke Queen
Ikaw ba'y maaaring maging akin
Videoke Queen

Ang hawak mo ay puso ko
Hugis lang ng mikropono
Huwag mo akong bitawan
Ako ay iyong iyo

Videoke Queen
Ako ba'y maaari mong mapansin
Videoke Queen
Ikaw ba'y maaaring maging akin
Videoke Queen

Ngayon ako ang aawit
Sa nerbyos na papapikit
Ito'y inaalay sayo

Videoke Queen
Ako ba'y maaari mong mapansin
Videoke Queen
Ikaw ba'y maaaring maging akin
Videoke Queen

Na na na...
"
"""Wag Mong Aminin""",Rico Blanco,"""Dating Gawi""","

Magsinungaling ka please
Di ko matitiis
Ang mundong ito
Kung di kita kasama
Pwede bang
Maawa ka sakin
Wag mo naman diretsohin
Patalim na alam kong parating

Wag mong aminin
Ang katotohanan
Hindi ko kakayanin
At ayokong masaktan
Kung pagibig sakin
Ay mamamaalam
Wag mong aminin

Wag mong masyadong isipin
At wag na patagalin
Pag durusa tapusin na natin
Loko lang try lamang ngumiti
Nang pusong pinipili
Ang paglinlang kaysa pagkasawi

Wag mong aminin
Ang katotohanan
Hindi ko kakayanin
At ayokong masaktan
Kung pagibig sakin
Ay mamamaalam
Wag mong aminin

Kung ok lang naman
Kung di naman masyadong hassle
Baka pwedeng pagbigyan
Pagbigyan
Pagbigyan

Wag mo aminin
Ang katotohanan
Hindi ko kakayanin
At ayokong masaktan
Kung pagibig sakin
Ay mamamaalam
Wag mong aminin
Wag mong aminin
...
"
"""Alaala""",Rico Blanco,"""Dating Gawi""","

Aking nasilayan ang lumang kanto kung saan lagi kitang inaabangan
Hindi ko napansin ang dami nang bagong building lahat gawa sa salamin

Alaala na lamang ba
Ang lahat ng ito
Wala na bang na-naramdaman na
Kahit katiting

Nakasalubong ko ang paborito mong guro yung may masungit na ngiti
Biglang natandaan ng tayoy nagkaigihan sa project sa biology

Alaala na lamang ba
Ang lahat ng ito
Wala na bang na-naramdaman na
Kahit katiting

At tuwing natatrapik naaalala ko ang lintik na kotse niyong tumitirik
Kung saan ako muntik na madisgrasya sa halip, hindi kasi otomatik, baby

Alaala na lamang ba
Ang lahat ng ito
Wala na bang na-naramdaman na
Kahit katiting
Alaala...
"
"""Umuwi Ka Na""",Rico Blanco,"""Dating Gawi""","

Nabibingi ako sa katahimikan
Tahanang masikip tila walang laman
Bagay na nagtulak sayong lumisan
Kay tagal ko ng pinagsisihan

Umuwi ka na, umuwi ka na
Aking mahal, hinihintay kita

Hindi mapalagay sa kinalalagyan
Isip at damdamin nais kang puntahan
Saan ka man
Bagay na nagtulak sayong lumisan
Kay tagal ko ng pinagsisihan

Umuwi ka na, umuwi ka na
Aking mahal, hinihintay kita
Umuwi ka na, umuwi ka na
Aking mahal, ako'y nawawala

Nasan ka na kaya
Okay ka lamang ba
Anong ginagawa ngayon
Sino ang kasama
Sana ay masaya

Naiisip mo pa ba pag-ibig ko
Umuwi ka na, umuwi ka na
Aking mahal, hinihintay kita
Umuwi ka na, umuwi ka na
Aking mahal, ako'y nawawala
"
"""Chess""",Rico Blanco,"""Dating Gawi""","

Putok putok ang iyong nguso
Bali bali ang mga buto
Bukol bukol ang iyong ulo
Punit punit ang iyong puso

Hindi mo kayang umibig
Kung ayaw mong masaktan
Hindi mo kayang umibig

Lalangoy sa iyong luha
Handang lumawa ang mga mata
Mahihirapan makita
Ang saysay at ang halaga

Hindi mo kayang umibig
Kung ayaw mong masaktan
Hindi mo kayang umibig
Kung ayaw mong masaktan

Mag chess ka nalang
Mag chess ka nalang
Mag chess ka nalang
Mag chess ka nalang (mag chess ka nalang)
Mag chess ka nalang (mag chess ka nalang)
Mag chess ka nalang (mag chess ka nalang)
Nalang
Nalang
Nalang

Hindi mo kayang umibig
Kung ayaw mong masaktan
Hindi mo kayang umibig
Kung ayaw mong masaktan
Hindi mo kayang umibig
...

Gabi magiging umaga
At pagtayo ng natumba
Tadhana'y makikilala
Oh kay tamis ng pagasa
"
"""Abot Langit""",Rico Blanco,No Album,"

May hatid ang iyong mga tingin
Mensaheng di na kailangang tuklasin
Balak mo na balak ko na rin
Parang ako'y nakatingin sa salamin
Mmm

Halika na dito
Alam ko namimiss mo
At ako'y sabik na rin sa hawak mo
At halik mo na mismong bubuo ng araw ko
Dahan dahan

Baby
Abot Langit ang ngiti
Baby
Kuha mo aking kilig
Baby sana lang wag mong itigil
O kay sarap mong damhin

Pwede bang wag munang pumikit
Sulitin natin ang natitirang gabi
Maligo tayo sa sinag ng mga
Talang nakasilip sa ating bintana

Halika na dito
At ito'y namimiss mo
At ako'y sabik na rin sa hawak mo
At halik mo na mismong bubuo ng araw ko
Dahan dahan

Baby
Abot Langit ang ngiti
Baby
Kuha mo aking kilig
Baby sana lang wag mong itigil
O kay sarap mong damhin
O kay sarap mong damhin

Baby
Abot Langit ang ngiti
Baby
Kuha mo aking kilig
Baby sana lang wag mong itigil
O kay sarap mong damhin

Baby
Abot Langit ang ngiti
Baby
Kuha mo aking kilig
Baby sana lang wag mong itigil
O kay sarap mong damhin
O kay sarap mong damhin
O kay sarap mong damhin
"
"""All The Way""",Rico Blanco,No Album,"

Think I'm falling apart
Losing touch of my heart
I'm compromising when the hell did this start

Feels way too fast
We know these things don't last
But we pretend like we've got all the time in our hands

Why does it feel so right
To walk away from you
Why doesn't it feel wrong
To get over the things we used to do

Not any other, not a crush
Never together, kinda rushed
I'd rather not say so things are kept this way

The chasing had to end the inevitable now said
You are the simplest and the hardest to understand

Why does it feels so right
To walk away from you
Why doesn't it feel wrong
To get over the things we used to do

At the end of the day, oh
What I wish I could say
Is I tried to love you
All the way, all the way

Why does it feel so right
To walk away from you
Why doesn't it feel wrong
To get over the things we used to

Feel so right to walk away from you
Why doesn't it feel wrong
To get over the things we used to do
To get over the things we used to do
To get over the things we used to do
"
"""Baka Sakali""",Rico Blanco,No Album,"

Takot na 'kong sumubok
Pagod na 'kong lumakad sa bubog
Ang pag-ibig ay para lang
Sa matatapang at tanga

Hinarap ko na ang langit
Isinuko bawat luha at galit
Ngunit ba't kung kailan 'di
Ka na naniniwala biglang ayan

Dito ka lang sa aking tabi
Baka sakali o baka naman
Dito ka lang pumalagi
Baka sakali mapasaakin ka

Hindi na 'ko natuto
Hindi na rin marunong magtago
Sa tuwing ika'y kapiling ko
Ang aking puso buong-buo

Dito ka lang sa aking tabi
Baka sakali o baka naman
Dito ka lang pumalagi
Baka sakali mapasaakin ka

Ano ba ang dapat mong gawin?
Kung ang pangarap ay binigay ng mga bituin

Dito ka lang sa aking tabi
Baka sakali o baka naman
Dito ka lang pumalagi
Baka sakali mapasaakin ka

Dito ka lang sa aking tabi
Baka sakali o baka naman
Dito ka lang pumalagi
Baka sakali mapasaakin ka

Dito ka lang sa aking tabi
Baka sakali o baka naman
Dito ka lang pumalagi
Baka sakali mapasaakin ka
"
"""Bayaning Tunay""",Rico Blanco,"""Songs From Home""","

[Gary V:]
Bawat araw ay may digmaan
Di mo man lang nakikita ang kalaban

[RVA:]
Balot na balot sa panablang saplot
Halos walang pahinga

[ZZP:]
At kagipita'y hindi nila iniinda
[POPS:]
Di man lang makapiling ang pamilya
[Erik:]
Ang maglingkod ang kanilang isinumpa
[Angeline:]
Kahit buhay pa nila ang nakataya

[Sam C:]
Kailangan na sila ay tulungan
[KZ:]
Hindi natin sila dapat kalimutan
[Lea:]
Sino pa ba kundi tayo-tayo rin
Ang kikilos para sa bayan natin

[Martin:]
Saludo, saludo
Sa inyong kabayanihan
[Ogie:]
Salamat, salamat
Sa inyong pagmamalasakit
[Piolo:]
Mahal namin kayo, ng taos puso
[Martin / Ogie / Piolo:]
Bayaning tunay kayo

[Bamboo:]
Saludo, saludo
Sa inyong kabayanihan
[Ely:]
Salamat, salamat
Sa inyong pagmamalasakit
[Rico:]
Mahal namin kayo, ng taos puso
Bayaning Tunay kayo

[Lani:]
Kayrami ng mga nasawi
Sa puso natin sila'y Mananatili
[Morissette:]
Hindi sa ganito matatapos ito
[Janine:]
Magsama-sama na tayo

[Christian B / Kyla:]
Saludo, saludo
Sa inyong kabayanihan
[Jed and Klarisse:]
Salamat, salamat
Sa inyong pagmamalasakit
[Jason Dy / Noel C / Nyoy:]
Mahal namin kayo, ng taos puso
Bayaning tunay kayo

[All (with aria by Lara Maigue):]
Saludo, saludo
Sa inyong kabayanihan
Salamat, salamat
Sa inyong pagmamalasakit
Mahal namin kayo, ng taos puso
Bayaning tunay kayo
Bayaning tunay kayo
"
"""Happy Feelin'""",Rico Blanco,No Album,"

I call it amazing
The things you do to me
You got me grooving
With your electricity

Every morning I feel so psyched
To spend the day with you
And at night I sleep with such a vibe
'Cause you give me a

Happy feelin'
You give me a happy feelin'
I feel it from my fingers to my toes
Everyday the smile in my heart grows
You give me a happy feelin', yeah-yeah

Happy feelin', you give me a
Happy feelin'

No other way to say this
You are my destiny
No matter where we go, it's
Just where I wanna be

Driving up to bluer skies
We're on top of the world
My sweet honey, you are love refined

Happy feelin'
You give me a happy feelin'
I feel it from my fingers to my toes
Everyday the smile in my heart grows
You give me a happy feelin', let's go

Happy feelin', you give me a
Happy feelin', you give me a
Happy feelin', you give me a
Happy feelin', happy feelin'

I can't wait for another day
You're givin' me, givin' me, givin' me, givin' me
You're givin' me, givin' me, givin' me, givin' me

Happy feelin' (you give me)
You give me a happy feelin'
You're givin' me, givin' me, givin' me
You're givin' me, givin' me
Gave me a happiness unknown
Up until the day you came along
You're givin' me

Happy feelin', you give me a
Happy feelin', you give me a
Happy

Happy feelin', you give me a
Happy feelin'
"
