Song,Artist,Album,Lyrics
"""Save A Place""",Nadine Lustre,"""Wildest Dreams""","

This world never deserved you
Just a beautiful soul passing thru
I struggle to find the words to
Express the way I'm missing you

You've gone to a better place
Heartbreak I can't erase
In my dreams, always see your face
The hole that you left when you left I'm so broken but I know
You've gone to a better place
I take it day to day

Could you save a place for me next to you?
We've got so much catching up to do
I know you're happy, flying up in space
That smile on your face is long overdue

Save a place for me, for me, for me
For me, for me, for me
Save a place for me, for me, for me
For me, for me, for me

Writing you this letter 'cause I gotta let it out
I'm trying hard to smile but inside I wanna shout
But a river full of tears couldn't wash the pain out
Learn to put my walls up to keep the rain out

You've gone to a better place
A reality I can't escape
I can't even say your name
The hole that you left when you left
I'm so broken but I know
You've gone to a better place
One day we'll meet again

Could you save a place for me next to you?
We've got so much catching up to do
Can't wait to tell you how this story ends
Play catch up with a friend, I miss you

Save a place for me, for me, for me
For me, for me, for me
Save a place for me, for me, for me yeah
Oh, yeah

Won't you save a place for me next to you?
We've got so much catching up to do
I promise I'll be fine
You stay on my mind
I miss you
"
"""You Can Stay""",Nadine Lustre,"""Wildest Dreams""","

Seeing you again is so wonderful
My memories of you so beautiful

Wishing I could stay with you forever
Fill my mind with you
In my dreams, you can stay
"
"""Glow""",Nadine Lustre,"""Wildest Dreams""","

Lights cameras flashing
Gimme that action
Lights cameras flashing
Whatcha know about passion?

Feeling like a diamond
It's astounding
Now that I have found it
I can't let it go
Fire it up, I light it
Time to set it off

Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that

Think you really know everything, but you don't
(You know me, but you don't)
You'd do anything just to get what you want
(Should've known from the start)
Tryna slow me down
Why you tryna slow me down, yeah

Y'all can't see me now thru the glass and the smoke
(All the shit that you spoke)
Not that kinda girl that you think you control
(Best believe that I'm bold)
Try to slow me down
No, you can't slow me down, yeah

Don't you kill my vibe
Cause you can't stand me shine
Got the Midas touch
Now see them taking sides
Push me off the edge
So you can watch me fly

Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Give me that chance to glow

Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Gimme that chance to glow
Gimme that, Gimme that, Gimme that
Give me that chance to glow

Baby, what you want me to do?
I don't have to listen to you
Baby, I just need a minute or two
Cause it's what I'm tryna do
What I'm tryna do

Baby, what you want me to do?
I don't have to listen to you
Baby, I just need a minute or two
My journeys not for you

Gimme that, Gimme that, Gimme that
Gimme that, Gimme that chance to glow

Gimme that, Gimme that, Gimme that
Gimme that, Gimme that chance to glow

Gimme that, Gimme that, Gimme that
Gimme that, Gimme that chance to glow

Chance to glow
Chance to glow
Chance to glow
"
"""White Rabbit""",Nadine Lustre,"""Wildest Dreams""","

Upside down
Navigate me through this masquerade
When lights go out
Dreams they show me what I can't explain

Wake up and wake up
Windows and walkways
Somewhere I got lost
Wake up and wake up
Familiar faces
Hello can you help?
Maybe they know me
Better than I know myself

Can't control
The forward motion
Caught the current
Lost in the ocean
Paralyzed the fear leaves me frozen
Can't see beyond my emotion
Bright lights there's no end in sight
Runways paved in all eyes
They got me right where they like

Tell me what is real
Stop chasing bad habits
Tell me what is real
Follow the white rabbit

I'm stuck in a dream
They tell me what's real
My love is fading
Look around my castle started caving

Wake up and wake up
Windows & hallways
Somewhere I got lost
Wake up and wake up
Familiar faces
In my world, I am the queen
But even my own reflection keeps judging me

Can't control
The forward motion
Caught the current
Lost in the ocean
Paralyzed the fear leaves me frozen
Can't see beyond my emotion
Bright lights there's no end in sight
Runways paved in all eyes
They got me right where they like

We ain't going out like this
Us against the world we never doubt, don't miss
Switch off the lights
Feels like I'm alone on nights like this
Take flight like this

Letting yourself go has never been a question
Add a lil petrol to the fire, make your head spin
I'm a brand new phoenix
Life's got a brand meaning
Time for redeeming

I know you've been through many things
It's been a minute
Since you felt like you could spread your wings
And now you're in it

Hey there girl I know
You've been too busy crushing every obstacle
No time to take it slow

Tell me what is real
Stop chasing bad habits
Tell me what is real
Follow the white rabbit

Tell me what is real
Stop chasing bad habits
Tell me what is real
Follow the white rabbit
"
"""Natural""",Nadine Lustre,"""Wildest Dreams""","

Sunshine I can't live without
Water
Shower me with what comes natural

Grounded, I feel rooted now
No rush
Blossom into something Beautiful

Surround me with all of the birds and the bees
Now see me flourish like you've never seen before
Those rainy days they always seem to come and go

Dive into the world unknown
I'm thankful for the lessons (Hmm, yeah)
Close your eyes and make it home
With you, it's such a blessing

Sunshine I can't live without
Water
Shower me with what comes natural

Grounded, I feel rooted now
No rush
Blossom into something beautiful

Not sure what I'm chasing
But I'm running, running
Putting all my trust into something
I don't even know what to call it
I'm not sure what I'm chasing
But I'm running, running
I'm putting all my trust into something

Fall awake outside
I was the view
Reflections you were me and I was you
Connected, we intertwine
In front of me, I was blind
But now I

I see
I feel
I've grown

I see
I feel
I've grown

The sunshine I can't live without
Water
Shower me with what comes natural

Grounded, I feel rooted now
No rush
Blossom into something
Into something

Sunshine I can't live without
I need some water baby baby
Ooh ooh, no rush
Blossom into something beautiful

Ta ta ta da ra ta ta
Da da da ra ra da da
Ta ta ta da ra da da
Oh
"
"""Grey Skies""",Nadine Lustre,"""Wildest Dreams""","

See the sky
Dark clouds come alive
Electrify
I feel so alive

We've been thru a lot together
It's alright
Find your rhythm tiny dancer
Come alive

Grey skies
Sun is breaking, it's ok
Just learn to dance in the rain

Grey skies
Sun is breaking, it's ok
Just learn to dance in the rain

Just learn to dance in the rain ooh
Just learn to dance in the rain

Grey skies
Sun is breaking, it's ok
Just learn to dance in the rain

Grey skies
Sun is breaking, it's ok
Just learn to dance in the rain

Dancing in the rain (Ooh)
Capture all these feelings in technicolor (Ooh)
Don't you wanna come here closer?
Heat things up in stormy weather
Pick it up, forget the world, yeah
Lose yourself and I'll be waiting

Dancing in the rain (Ooh)
Dancing in the rain (Ooh)

Grey skies
Sun is breaking it's ok
Just to Learn to dance in the rain

Grey skies
Sun is breaking it's ok
Just to Learn to dance in the rain

Heart of gold
Can you let it show? You gotta let 'em know
Not alone
Heavens on our side, let's give 'em all a show

Face heights, keep on dreaming
There's a secret language you and me, keep on speaking
We're the wild ones that will change the world, heal it baby
Pull the speakers out and dance with life

Grey skies
Sun is breaking it's ok
Just learn to dance in the rain

Grey skies
Sun is breaking it's ok
Just learn to dance in the rain

Just learn to dance in the rain ooh
Just learn to dance in the rain
Just learn to dance in the rain ooh
Just learn to dance in the rain
"
"""Wildest Dreams""",Nadine Lustre,"""Wildest Dreams""","

I need to breath
Falling deep into the water
Stuck in a dream
Everything I touch is treasure
I see the flowers blooming
Days are moving
Sun is shining
We're just cruising
Falling deep into the water
Live in the moment
We're just starting

I wanna dive
Weightless stuck in time
Close my eyes fall blind
I'm falling

Cause I'm all in

Falling, falling, falling, falling, falling, falling

I'm seeing purple in the sky I fly so high the sun is waving
My heart is racing stuck in time the plants are calling
Calling, calling, calling, calling

I need to breath
Falling deep into the water
Stuck in a dream
Everything I touch is treasure
I see the flowers blooming
Days are moving
Sun is shining
We're just cruising
Falling deep into the water
Live the moment
We're just starting

I wanna dive
Weightless stuck in time
Close my eyes fall blind
I'm falling

Cause I'm all in

I'm seeing purple in the sky I fly so high the sun is waving
My heart is racing stuck in time the plants are calling
Calling, calling, calling, calling

I'm seeing purple in the sky I fly so high the sun is waving
My heart is racing stuck in time the plants are calling
Calling, calling, calling, calling
"
"""Hanap Hanap""",Nadine Lustre,"""Reid Alert""","

Nakilala kita sa 'di ko inaasahang pagkakakataon
Nakakabigla para bang sinadya at tinakda ng panahon
Tila agad akong nahulog nang hindi napapansin
Pero tadhana ko'y mukhang 'di tayo pagtatagpuin

Pinili kong lumayo
Ngunit pilitin ma'y bumabalik sa'yo
Ikaw pa rin pala ang hanap-hanap parap-pap
Na kahit magpanggap 'di matatago na ang 'yong yakap
Ang hanap-hanap parap-pap-pap
'Di nagbabago ikaw ang hanap-hanap ko

Inakala ko ring ganon kadaling alisin ka sa buhay kong ito
Sinubok umibig ng iba
Pero 'di rin nawala ang pag-ibig ko sa 'yo
Sa tuwing kapiling siya'y ikaw ang nasa isip (nasa isip)
At kahit maging panaginip ma'y ika'y nakapaligid

Pinili kong lumayo
Ngunit pilitin ma'y bumabalik sa'yo
Ikaw pa rin pala ang hanap-hanap parap-pap
Na kahit magpanggap 'di matatago na ang 'yong yakap
Ang hanap-hanap parap-pap-pap
'Di nagbabago ikaw ang hanap-hanap

Parap-pa-para sa pusong nangangarap
Umaasang magsasamang muli
Para sa 'yo at para sa 'kin na tangi lang dalangin
Ay happy ending bandang huli

Yeah hey yeah

Oh kahit magpanggap 'di matatago na ang 'yong yakap
Ang hanap-hanap parap-pap-pap
'Di nagbabago ikaw ang hanap-hanap

Ikaw pa rin pala ang hanap-hanap parap-pap
Na kahit magpanggap 'di matatago na ang 'yong yakap
Ang hanap-hanap parap-pap-pap
'Di nagbabago ikaw ang hanap hanap
'Di maglalaho
Ika'y aking pangarap
'Di nagbabago ikaw ang hanap-hanap ko
"
"""I Like It""",Nadine Lustre,No Album,"

Heart pumpin' with the bassline
All the bodies moving at the same time
Moving at the same time

No tension in the air
Push up on me baby we don't really care
I'm focused on you...

Somethin' about you boy that makes me move, yeah
Baby I like it
Somethin' about you boy I just can't help it
Baby I like it, I like it

Know you like this Imma make time
Cuz all the lovers dance under the same sky
Dance under the same sky

Laser lights looking like stars (damn)
All the shadows dancing on the walls (dancing on the walls)
But I'm focused on you...

Somethin' about you boy that makes me move, yeah
Baby I like it
Somethin' about you boy I just can't help it
Baby I like it, I like it

Somethin' about you boy that makes me move 
Something about you baby
Somethin' about you boy I just can't help it
Baby I like it, I like it
"
"""No 32""",Nadine Lustre,No Album,"

No 32
No 32
Yeah Yeah Yeah

Ice glisten, shine bright like Suicune
And the comp stay pressed like Lisod
Sweet (uhh)
But it came with that heat ooh
Yeah you know I'm the one
No three two

No three two
(Yeah yeah)
Spend it all up then I recoup
That's just how it be ooh
Upgrade then I reboot
Yeah you know I'm the one
No three two
No three two

Spend it all up then I recoup
That's just how it be ooh
Upgrade then I reboot
Yeah you know I'm the one no three two

I just wanna vibe with you
Can I spend some time with you
Dive into the tide with you
Love your heart so wild too
Uh

No 3-2 like magic
No re-dos no practice
No take twos
I paid dues
These fake moves
I'm past it (uh uh)
I been had the juice
Don't need proof
Vibe with you
I'm feelin' alive when I ride with you
Put 2 and 2 I'm on a high with you
Ain't no 3-2
Flip it around like Jordan and it's game 2
'Cuz 'round this way they know the name
I take my throne and make a lane

Let me vibe with you
And I'mma take you to the top today
3,5 in ya DNA, but 5 for 5 I elevate
I'm on another ""Wave"", flow for days and they ""Marvel""

Ain't a featherweight 'cuz I be damned if I ain't the great
Level up one, settle when done
Give me my crown and I'm makin' 'em run
At the top of the game and I already won, and I'm top of the class
So they know I'm the one
Eh

No three two
Yeah yeah
Spend it all up then I recoup
That's just how it be ooh
Upgrade then I reboot
Yeah you know I'm the one
No three two

I just wanna vibe with you
Can I spend some time with you?
Dive into the tide with you
Love your heart so wild too
"
"""No Erase""",Nadine Lustre,No Album,"

[Verse 1:]
[James:]
Kay tagal din na ito'y kinikimkim
Kung sasabihin ba ay diringgin
[Nadine:]
Aaminin ba ang tinatagong lihim?
Pag-ibig mo ay tangi kong hinihiling
[James:]
Parang isang pagsusulit
[James & Nadine:]
Na bawal magbura
One seat apart
Walang kopyahan
[Nadine:]
Pag isipang mabuti
[James & Nadine:]
Pagkat isang tanong lang naman

[Chorus:]
[Nadine:]
Game na ba?
[James:]
Ano na?
[Nadine:]
Sure na ba?
[James:]
Sige na
[Nadine & James:]
Ang ayoko lang naman ma-feel out of place
[James:]
Game na ba?
[Nadine:]
Ano na?
[James:]
Sure na ba?
[Nadine:]
Oo na

[James & Nadine:]
Wala ng bawian mamatay man period no erase
[James:]
No no no no no oh oh
No no no no no oh oh
[Repeat 2x]

[Verse 2:]
[James & Nadine:]
Wala ng bawian mamatay man period no erase
[James:]
Noo'y nagtatanim ang sabi ko'y, ""ewan nalang.""
Ngayon nagbunga ang pag-ibig ay, abang lang ng abang
[Nadine:]
Diba noon nasa dilim ika'y nagbuhat ng kinang
Ngayon ako'y mapapansin sayong liwanag ay iba
[James:]
Parang isang pagsusulit
[James & Nadine:]
Na right minus wrong
Kung 'di alam wag ng hulaan
[Nadine:]
Pag isipang mabuti
[James & Nadine:]
Pagkat isang tanong lang naman

[Repeat Chorus]

[James:]
Parang isang pagsusulit
[James & Nadine:]
Kumpletuhin ang patlang at bawal ang tyambahan
[Nadine:]
Pagisipang mabuti
[James & Nadine:]
Pagkat isang tanong lang naman

[Repeat Chorus 2x]
"
