Song,Artist,Album,Lyrics
"""Tabing Ilog""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Sa ilog, ang mundo'y tahimik
Ako'y nakikinig sa awit ng hangin
Habang kayo'y hinihintay
Na sana'y dumating bago magdilim
Sa t'wina'y kandungan niyo ang duyan
Panaginip na walang katapusan
Ang ilog, hantungan niya'y pangako
Ng inyong pagbabalik

Ngiting kasama ng hangin
Luhang daloy ng tubig
Sa ilog na 'di naglilihim

Sa ilog, ang mundo'y may himig
'Di sana magpalit ang awit ng hangin
Habang kayo'y hinihintay
Mata'y may ngiti, puso'y nananabik
Sa t'wina'y kandungan niyo ang duyan
Panaginip na walang katapusan
Ang ilog, hantungan niya'y pangako
Ng inyong pagbabalik

Ngiting kasama ng hangin
Luhang daloy ng tubig
Sa ilog na 'di naglilihim
"
"""The Dance""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Would you be interested in dancing with me
And maybe tell me all your dreams
Talk to me like you would in your sleep
Don't censor anything
'Cause I want to hear everything
There's no innocence left to spoil
You can swear she's not a little boy
We'll fly tonight so far away
Where they will never find us
Use your wings and I will run fast
'Cause that's what I do when I'm not afraid
We've got it made up in our heads
We don't have to wait for anyone or anything
Go anywhere we desire

So close your eyes become blind
From the world listen instead to the girl
She'll tell you why she chose to fly
And you're left behind
Just like me alone and free

We can smile when we've filled the void
And treated the burn
But until then I believe
We're gonna have to learn
To discard any disguise we're using
Yes it's hard and it's never amusing

So close your eyes become blind
From the world listen instead to the girl
She'll tell you why she chose to fly
And you're left behind
Just like me alone and free
Alone and free
Alone and free
Alone and free
Alone and free
"
"""Just A Smile""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

I wanna tell you everything
Vis-a-vis
Won't you come up closer
I want to hear you breathe
I'm walking down this street
I'm lost at sea
Out of the crowd you smile and
You're all I see

You make me feel like I
Can get lost inside your eyes
I feel closer to the sky
When you save the day with just a smile
Just a smile

I wanna meet you someday soon
'Cause I know you in my mind
Everything will be different
When I have you right beside
We can take the whole wide world
With your boyish charm
And even as you pull me close
I want to stay in your arms

You make me feel like I
Can get lost inside your eyes
I feel closer to the sky
When you save the day with just a smile

Well I looked for you in everyone
I thought I'd search the world in vain
Now you look at me and the search is done
We will never be the same, not the same

Oh you make me feel like I
Can get lost inside your eyes
I feel closer to the sky
When you save the day with just a smile

Oh you make me feel like I
Can get lost inside your eyes
I feel closer to the sky
When you save the day with just a smile
Just a smile, a smile
Just a smile
"
"""Kumpas""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Tumatalon ang puso ko
Susunod nalang sa'yo
Wag mawala, bilangin ko
Anim, tatlong sampu't tatlo

Saan tayo pupunta?
Dinig mo ba? Dinig ko ba?
Sa labi mo nag umpisa
Alingawngaw, dinggin ko na

Pakinggan ang mga yapak
Magtatagpo pag naghanap
Kahit saan man mapadpad
Mahahanap din sa iyong palad

Saan tayo pupunta?
Dinig mo ba? Dinig ko ba?
Sa labi mo nag umpisa
Alingawngaw, dinggin ko na

Saan tayo pupunta?
Dinig mo ba? Dinig ko ba?
Sa labi mo nag umpisa
Alingawngaw, dinggin ko na

Saan tayo pupunta?
Dinig mo ba? Dinig ko ba?
Sa labi mo
Noon pa ma'y sumisigaw
Dinggin, dinggin ko na
"
"""Silaw""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Nakagapos sa dilim
Tila kulang sa liwanag
Takot, nakapikit
Palipasin ang pag-ikot
Sa paglalim ng gabi
May nakitang maliwanag
At sa'yong pansin
Naaninagan ang may tawag

Sa'yo ako'y nasisilaw
Nasisilaw sa paglapit mo
Ngayon ay di itatago
Mananatili sayo
Walang takot sa pag-ibig mo

Nais mong hingin
Mga luha, mga lihim
Kuniha mo sa'kin
Ang bigat ng sinumpaan

Sa'yo ako'y nasisilaw
Nasisilaw sa paglapit mo
Ngayon ay di itatago
Mananatili sayo
Walang takot sa pag-ibig mo

Lahat binubuo
Lahat napupuno
Nang umagos sa mundo
Ang pag-ibig mo

Sa'yo ako'y nasisilaw
Nasisilaw sa paglapit mo
Ngayon ay di itatago
Mananatili sayo
Walang takot sa pag-ibig mo
"
"""Days Are Long""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Twenty-three you knew you've seen this from before
Quiet and confused always breaking through the door
Thought the world was easy, all the places to go
And you sleep soundly when you don't know

One day you wake up and the colors aren't the same
You laugh and cry and pray just to get back in the game
When the world was easy, all the places to go
And you sleep soundly when you don't know

Days are long, but years they fly
You set your heart where you fix your eyes
So let me fix my eyes on you...

When my time is done, and all the songs have been sung
You'll always be the name on the tip of my tongue
And the world was easy, all the places to go
And you sleep soundly when it's time to go

Days are long, but years they fly
You set your heart where you fix your eyes
Days are long, but years they fly
You set your heart where you fix your eyes
Oh, let me fix my eyes on you...
"
"""Torpe""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Huwag na lang kaya hari ng katorpehan
Huwag huwag na lang kaya
Di ka ba nagsasawa sa liwanag ng buwan?

Namamatay na ang mga rosas sa tabi
Di ka pa rin bumibili
Nauubos na ang oras sa kahihintay
Pero ni sulat, ni tawag, WALA!

Ba't mo pa kailangan ng tulay?
Kahit ulap nagsasabi tayo'y bagay
Ba't mo pa kailangang magtanong?
Kung alam mo na, alam mo na

Namamatay na ang mga rosas sa tabi
Di ka pa rin bumibili
Nauubos na ang oras sa kahihintay
Walang sulat, ni tawag

Namamatay na ang mga rosas sa tabi
Di ka pa rin bumibili
Nauubos na ang oras sa kahihintay
Walang sulat, ni tawag

Bilisan mo na ngayon kasi tumatakbo ang tren
Bilisan mo na ngayon
Iiwanan ka, iiwanan
Ayoko ng torpe

Ayoko ng torpe
Ayoko ng torpe
Ayoko ng torpe
Ayoko ng torpe
Ayoko ng torpe
Ayoko ng torpe
Ayoko ng torpe

Pero gusto kita
"
"""Goodnight""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Good evening to the sun
Might I be the only one
Who sleeps through melodies of morning
While they wake

This chirping lullaby
Brings my little dreams to life
In my sanctuary, I become a child

So goodbye to the sun
Goodnight
All pain will be gone for a while
A while, goodnight

Heaven's windows are the stars
You were watching me from where you are
But we're divided by the light
When morning starts

So goodbye to the sun
Goodnight
All pain will be gone for a while
A while, goodnight

[?]

Goodbye to the sun
Goodnight
All pain will be gone for a while
A while, goodnight

Goodbye to the sun
Goodnight
All pain will be gone for a while
A while, goodnight
"
"""Firewoman""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

The moon's gone down
I know you're still awake
This heart I've found
I didn't intend to break

Cause I've seen the world from down there
And it wasn't a pretty sight
Now the circle is turning
Are you armed for the fight?

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

Apology is futility
Now destiny is not a friend
Not a friend

Cause I've seen the world from down there
And it wasn't a pretty sight
Now the circle is turning
Are you gonna be alright?

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

Did you come for danger
You gave me love for pain
Now you're much more than a stranger
I wanna give you love but all I have is rain

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

I wanna put it out, put it out
I wanna put it out, put it out
I wanna put it out, put it out
I wanna put it out, put it out

I wanna be a firewoman
I wanna be a firewoman
I wanna be a firewoman
I wanna be a firewoman
"
"""Say Goodbye""",Barbie Almalbis,"""Barbie Almalbis: Tower Sessions Live""","

Don't tell me maybe, maybe it's over
Just leave me here and trust that we'll be fine
When I am quiet it's not that I'm agreeing
In a story like this I know no word
Could change your mind

Let's not scream, let's not cry
Let's not fight, just say goodbye

And now we go on our separate horses
Don't look behind and live in defense
Oh maybe one day we could
Have some tea again
But for now we'll drink some water
To kill the bitterness

Let's not scream, let's not cry
Let's not fight, just say goodbye
Just say goodbye

Let's not scream, let's not cry
Let's not scream, let's not cry
Let's not fight, just say goodbye
Say goodbye, say goodbye
"
"""Ambon""",Barbie Almalbis,No Album,"

Tumitigil ang pag-ikot ng aking munting mundo
kapag nakikita ang iyong ngiting kasing liwanag ng
araw-araw ninanais marinig ang tawang siyang
tumunaw sa pusong giniginaw sa lamig ng lumipas
Ngunit kahit magkaharap
Dito ay bumabagyo
Ngunit diyan, umaambon lamang.
Ako'y nakatayo sa lilim ng iyong yakap at halik
Ngunit nalulunod pa rin
At nangangarap na maanggihan man lang
ng pag-ibig mong binihag ng mga ulap
Paano ba patitilain ang bagyo
kung ang gusto mo lang ay ambon?
Paano na ito?
Di mapaliwanag ang galak na aking nadadarama
Kapag abot-kamay na ang bahagharing inaasam
Ngunit kahit magkaharap
Dito ay bumabagyo
Ngunit diyan, umaambon lamang.
Ako'y nakatayo sa lilim ng iyong yakap at halik
Ngunit nalulunod pa rin
At nangangarap na maanggihan man lang
ng pag-ibig mong binihag ng mga ulap
Paano ba patitilain ang bagyo
kung ang gusto mo lang ay ambon?
Paano ba patitigilin ang pagbuhos ng bagyo?
Pagbuhos ng bagyo
Paano ba patitigilin ang pagkahulog ko sa'yo?
Ako'y nakatayo sa lilim ng iyong yakap at halik
Ngunit nalulunod pa rin
At nangangarap na maanggihan man lang
ng pag-ibig mong binihag ng mga ulap
Paano ba patitigilin ang pagbuhos ng bagyo?
Pagbuhos ng bagyo
Ako'y nakatayo sa lilim ng iyong yakap at halik
Ngunit nalulunod pa rin
Nangangarap na maanggihan man lang
ng pag-ibig mong binihag ng mga ulap
Paano ba patitigilin ang pagbuhos ng bagyo?
Pagbuhos ng bagyo
Paano ba patitigilin ang pagbuhos ng bagyo?
Pagbuhos ng bagyo
Paano ba patitigilin ang pagbuhos ng bagyo?
Pagbuhos ng bagyo
Paano ba patitilain ang bagyo
kung ang gusto mo lang ay ambon?
Paano na ito?
Gusto mo lang ay ambon...
"
"""Catch Me""",Barbie Almalbis,No Album,"

Catch me, catch me
See if I'm still there
Hurry hurry
No one seems to care
I was dazed, I was blind
And sorta lost my mind
I do worry
Something's intertwined

Honey honey
Save me while there's time
Oh I've missed you
But I can't read the signs
'Cause you're here, yet you're far
Oh we cannot lose this war
Seize me, hold me
And take me in your arms

Catch me, catch me
See if I'm still there
Hurry hurry
No one seems to care
You will see, you will find
I'd want to make you mine
Honey honey
Hope you'd be on time
"
"""Cover""",Barbie Almalbis,No Album,"

On the open coast
Staring out in wonder
I never would've known
Or even find each other

Driving down the same road all these years
Living in the same cloud
[?] wasting all those hours
Yet here you are now
Here you are now

When I was cold
You were my cover
You let me inside your heart
And I will go
With you forever
Let nothing keep us apart
'Cause we built this life from the start

Ordinary days
Back in Pixie Hollow
I never could've known
But where you lead I'll follow

Driving down a long road all these years
Moulded by the same fire
My heart in his hands, waiting all those hours
But here we are now
Here we are now

When I was cold
You were my cover
You let me inside your heart
And I will go
With you forever
Let nothing keep us apart
'Cause we built this life from the start

This legendary day
Looking up in wonder

When I was cold
You were my cover
You let me inside your heart
And I will go
With you forever
Let nothing keep us apart
When I was cold
You were my cover
You let me inside your heart
And I will go
With you forever
Let nothing keep us apart
'Cause we built this life from the start
"
"""Firewoman""",Barbie Almalbis,No Album,"

The moon's gone down
I know you're still awake
This heart I've found
I didn't intend to break

Cause I've seen the world from down there
And it wasn't a pretty sight
Now the circle is turning
Are you armed for the fight?

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

Apology is futility
Now destiny is not a friend
Not a friend

Cause I've seen the world from down there
And it wasn't a pretty sight
Now the circle is turning
Are you gonna be alright?

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

Did you come for danger
You gave me love for pain
Now you're much more than a stranger
I wanna give you love but all I have is rain

I wanna be a firewoman
I'll water down your desire
Cause I know this love is a killer
I wanna put out your fire

I wanna put it out, put it out
I wanna put it out, put it out
I wanna put it out, put it out
I wanna put it out, put it out

I wanna be a firewoman
I wanna be a firewoman
I wanna be a firewoman
I wanna be a firewoman
"
"""Ghost""",Barbie Almalbis,No Album,"

I saw your ghost
On the radio
You spoke so kind
I was feeling low
(Ooh, ooh)
Still a mystery
How you call to me
In a magazine
In a lucid dream
(Ooh, ooh)

All the words you say sustain me
All my goals are safe when you hold me close
With every breath I take you lead me
You never let go

I saw your ghost
Like a picture show
In my finite mind
To a future I've yet to go
(Ooh, ooh)

All the words you say sustain me
All my bones are safe when you hold me close
With every breath I take you lead me
You never let go
Whoa, whoa

All the words you say sustain me
All my goals are safe when you hold me close
With every breath I take you lead me, you never let go
Whoa, whoa

All the words you say sustain me
All my goals are safe when you hold me close
With every breath I take you lead me
You never let go

I am yours and you are mine
My first [?] to your sattelite
I am yours and you are mine
My constant source to your sattelite
I am yours and you are mine
My soul craving angel light
"
"""High""",Barbie Almalbis,No Album,"

Will it ever be
I've tried so hard to find sweet serenity
Are you still afraid?
Just close your eyes and dream feel it fade away

Time wont flow everyone knows
When the pain fades away
And dreams wont die with tears in our eyes
You've got to hold your head up high
Yeah... yeah... yeah...
Hold your head up high

It's taken some time
And I've given up the will to change your state of mind
Try to understand
It's not so hard to see that I'm just a man

Time wont flow everyone knows
When the pain fades away
And dreams wont die with tears in our eyes
You've got to hold your head up high
Yeah... yeah... yeah...
Hold your head up high

Will it ever be
I've tried so hard to find sweet serenity
Are you still afraid?
Just close your eyes and dream feel it fade away

Time wont flow everyone knows
When the pain fades away
And dreams wont die with tears in our eyes
You've got to hold your head up high
Yeah... yeah... yeah...
Hold your head up high
"
"""Piraso""",Barbie Almalbis,No Album,"

May narinig na balita
Hirap makahinga
Sintomas ng pagkabalisang
Hindi makilala

Bawat laman ng aking isip
Bigat sa'king dibdib
Ang pag galaw ay pinipilit
Sarili ay bitbit

Sarili ay bitbit

Ikaw lamang ang makakabuo
Sa nawawalang mga piraso ko
Ikaw lamang ang makakabuo
Ang natatanging lunas sa pagkabalisang
Dinudulot ng butas sa bawat nilalang

Gusto ko nang maalalang
Hindi mag-alala
Ingatan ang pagdududa
At malulunod na

Dagat man ay nakakalula
Meron ding sasalba

Ikaw lamang ang makakabuo
Sa nawawalang mga piraso ko
Ikaw lamang ang makakabuo
Ang natatanging lunas sa pagkabalisang
Dinudulot ng butas sa bawat nilalang

Nilalang
Nilalang
Tayo'y nilalang

'Di na 'ko malilinlang
Tiwala lang sa paghakbang
Kumapit sa nag-iisang pag-ibig

'Di na 'ko maiilang
Nawala na ang mga hadlang
Awitin na ikaw lamang

Ikaw lamang ang makakabuo
Sa nawawalang mga piraso ko
Ikaw lamang ang makakabuo
Ang natatanging lunas sa pagkabalisang
Dinudulot ng butas sa bawat nilalang

Ang natatanging lunas sa pagkabalisang
Dinudulot ng butas sa bawat nilalang
"
"""TALINGHAGA""",Barbie Almalbis,No Album,"

Matalinhaga man and paglubog ng araw
Wala pa ring papantay sa'yo
Mayumi man ang buwan sinubukan akong itahan
Iba pa rin ang hele ng duyan mo

Tuloy-tuloy lamang umiikot ang mundo dahil sa'yo
Tuloy-tuloy lamang dumadaloy ang katapatan mo

Yahâweh! Yahâweh!

Binubulong ng hangin ang aking panalangin
Lahat ito'y pinpakinggan mo. (Pinapakinggan mo)
Iniiyak ng ulan ang luha at damdamin
Binubuo muli ang puso ko (Binubuo muli ang puso)

Tuloy-tuloy lamang ang papuri ng mga likhain mo
Tuloy-tuloy lamang aawit at sasamba sa'yo
Sayo...

Sa'yo...
Sa'yo...
Sa'yo...
Sa'yo...

Yahâweh! Yahâweh!

Yahâweh! Tanging Ikaw lamang
Yah-weh! Sa iyo ang karangalan
Matalinghaga ka Ama
Sa iyo ang karangalan

Sa lupa man babalik sa langit ako ay papanik
"
"""Wicked Heart""",Barbie Almalbis,No Album,"

I should've been there when he called
20 times I recall, but it's been five years
I was living fast
Squeezing to the last drop of dopamine

But it's not what it seems
'Cause I know that we all come down again
And I need you, but I can't pretend

That I love you when I'm running
Oh I know how it all turns out
And I'm honest, but then I'm lying
Oh I can't put my trust in my
Wicked heart

I've said too many times I apologize
I know I'm to blame
For too many crashes love burns to ash
When I stoke every flame

It's not what it seems
'Cause I know that it all comes down again
(Lower than the last time)
'Cause I'm happy but it always ends

I can't love you when I'm running
Oh I know how it all turns out
And I'm honest, but then I'm lying
Oh I can't put my trust in my
Wicked heart

Many times I've said ""I'm sorry"" but I just can't explain
How do you keep yourself from doing it again?
My heart gets me in trouble is there a different way
God please save me from this wicked heart

I can't love you when I'm running
Oh I know how it all turns out
And I'm honest, but then I'm lying
Oh I can't put my trust in my
Wicked heart

I can't love you when I'm running
Oh I know how it all turns out
And I'm honest, but then I'm lying
Oh I can't put my trust in my
Wicked heart

My wicked heart
Oh my wicked heart
Tears us apart
Oh my wicked heart
"
"""Roll With It (Anything)""",Billy Crawford,"""Billy Crawford""","

Yeah, yeah
Oh

As I lean in the car
There ain't nothing she ain't seen
Daddy's drinking at the bar
Mommy's hangin' with some guy
I look up to see the sky
Why should everybody fall?
Better do it or you don't
The survival

All the sadness in her heart
It's just tearing her apart
Uh huh
What are you gonna do?

Roll with it
You can be anything girl
Get hold of it
Those things that hope can bring in this world
Roll with it
We all have mountains to climb
Get hold of it
You can do anything
Just roll with it
You can be anything

Yeah, yeah
Oh, oh
Uh huh

Two people fighting in the street
Pulled a gun, now there's one
How can't anybody see
They were killing just for fun
She goes up into her room
Put her favourite CD on
Letting go of it all
The survival

All the sadness in her heart
It's just ripping her apart
Here's what you're gonna do

Roll with it
You can be anything girl
Get hold of it
Those things that hope can bring in this world
Roll with it
We all have mountains to climb
Get hold of it
You can do anything
Just roll with it
You can be anything

Roll with it
You can be anything girl
Get hold of it
Those things that hope can bring in this world
Roll with it
We all have mountains to climb
Get hold of it
You can do anything
Just roll with it
You can be anything

Yeah
Oh, oh

Roll with it
You can do anything, yeah
You can be anything girl
Hey

Roll with it
Got to let go
Get hold of it
All that hope can bring in this world
Roll with it
Got to let go
Get hold of it
You can be anything, oh
"
"""Urgently In Love""",Billy Crawford,"""Billy Crawford""","

He's urgently in love

(Every time I see you)

Hey, what you doing, what you doing to me?
I can have any girl in the world I want
They're all falling at my feet, uh, yeah yeah
But you go and ignore me, every move that I make
When I try to catch your eye, you're off on the flight
How much more can I take?

He's urgently in love, got to have only her
Won't go with nobody else (oh, nobody else, oh yeah)
He's urgently in love, got to have no one but her (a-ha)
No, body else (no)
Everytime I see her (every time)
Her rhythm makes makes me shiver down my spine
It's a definite decision (it's a definite decision)
Got to have her, got to hold her
Got to make her mine (got to make her mine)

Hey, what you doing, what you doing to me?
(What you doing to me)
I can't read a book, I can't watch TV
'Cause you're all that I see (ooh) uh, yeah yeah
I never wanted to fall in love with you
But to tell you the truth, girl
All I wanna to do is take care of you
Lets ride my choo-choo (c'mon c'mon c'mon)

He's urgently in love, got to have only her
Won't go with nobody else (no no, n-n-no, no no, n-no)
He's urgently in love, got to have no one but her
No no body else (c'mon)
Everytime I see her (every time I see you) every time
Her rhythm makes makes me shiver down my spine
(Down, down, down my spine)
It's a definite decision (it's a definite decision, ah)
Got to have her, got to make her mine

Everytime I see her (every time I see you)
Everytime (see her, see her)
Her rhythm makes makes me shiver
Down my spine (her rhythm makes me shiver)
It's a definite decision (it's a definite decision)
Got to have her, got to hold her, got to make her mine
(I got to make her, make her)

He's got to have her (ooh oh, yeah) come on
He's got to hold her (oh yeah, he's got to hold her, no)
He's got to have her (oh, don't you know he wants to, yeah)
He's got to hold her
What you do to me now?
Ooh

It's a definite decision
Oh, he's got to make, to make her

He's urgently in love, got to have her only
Won't go with nobody else (we know, we know)
He's urgently in love, got to have no one but her
(Oh, whoa whoa)
No, nobody else (no no no)
Everytime he sees her (every time I see her, every time)
He's urgently in love, got to have only her
(Got to have only her)
Won't go with nobody else (down my spine, down my spine)
It's a definite decision (it's a definite decision)
He's urgently in love (oh) got to have on-one but her (ah)
Got to make (no, nobody else) make you mine
Everytime I see her (ooh, every time I see her)
He's urgently in love got to have only her
(Yeah, yeah, come back in my life,
I won't be right without you)
Won't go with nobody else (down my spine)
It's a definite decision (it's a definite decision)
He's urgently in love, got to have no one but her
(Some body own)
No, nobody else (got to make her, got to make her, um)

(Hi, yo, Billy, where did you get those sneakers, man?)
(Those are so cool)
"
